lemma;variant;domain
mazerunek;3;16
mazgaj;1;15
mazgajenie się;1;2
mazgajstwo;1;7
maziaja;1;3
mazidło;1;24
maziówka;1;24
mazowizm;1;7
Mazowszanin;1;15
Mazowszanka;1;15
Mazowsze;1;12
mazur;1;2
Mazur;2;15
mazureczek;1;2
mazureczek;2;21
mazureczek;3;10
mazurek;1;2
mazurek;2;21
mazurek;3;10
Mazurka;1;15
mazurskość;1;4
Mazury;1;12
mazurzenie;1;2
mazut;1;24
maź;1;24
maźnica;1;3
maźnica;2;3
maźnięcie się;1;2
mażoretka;1;15
mącenie;1;2
mącenie;2;2
mącenie;3;2
mącenie;4;2
mącenie się;1;2
mącenie się;2;2
mącenie się;3;2
mąciciel;1;15
mąciwoda;1;15
mączka;1;24
mączlik;1;21
mączniak;1;17
mączniak;2;19
mącznica;1;17
mącznik;1;21
mącznik młynarek;1;21
mączystość;1;4
mądra głowa;1;15
mądrala;1;15
mądrość;1;4
mądrzenie;1;2
mądrzenie się;1;2
mąka;1;24
mąka jęczmienna;1;10
mąka kukurydziana;1;24
mąka orkiszowa;1;17
mąka pszenna;1;10
mąka razowa;1;10
mąka żytnia;1;10
mąkinia;1;17
mątew;1;3
mątewka;1;21
mątwa;1;21
mątwik;1;21
mątwikowate;1;46
mąż;1;15
mąż;2;15
mąż i żona;1;11
mąż opatrznościowy;1;15
mąż stanu;1;15
mąż zaufania;1;15
mb;6;20
MB;7;20
MB;8;20
Mb;9;20
Mb;10;20
mbar;1;20
Mbit;1;20
Mbit;2;20
mchy;1;46
mCi;1;20
McLaren;1;7
mclaren;2;7
Md;1;24
mdlenie;1;2
mdlenie;2;2
mdlenie;3;2
mdłości;1;9
mdłość;1;4
meander;1;12
meandrowanie;1;2
meandrowce;1;46
mebel;1;3
mebel do jadalni;1;3
mebel do sypialni;1;3
mebel fornierowany;1;3
mebel fornirowany;1;3
mebel sypialniany;1;3
mebelek;1;3
mebibajt;1;20
mebibit;1;20
meblarnia;1;12
meblarstwo;1;18
meblarz;1;15
meblisko;1;3
meblościanka;1;3
meblowanie;1;2
mecenas;1;15
mecenas;2;15
mecenaska;1;15
mecenaska;2;15
mecenasostwo;1;11
mecenasostwo;2;26
mecenasowa;1;15
mecenasowanie;1;2
mecenat;1;26
mech;1;17
mech irlandzki;1;17
mechacenie;1;2
mechanicyzm;1;6
mechaniczność;1;2
mechanik;1;15
mechanika;1;6
mechanika;2;6
mechanika;3;4
mechanika falowa;1;6
mechanika klasyczna;1;6
mechanika kwantowa;1;6
mechanika nieba;1;6
mechanika ośrodków ciągłych;1;6
mechanika płynów;1;6
mechanika statystyczna;1;6
mechanizacja;1;23
mechanizator;1;15
mechanizator rolnictwa;1;15
mechanizm;1;6
mechanizm;2;3
mechanizm korbowy;1;3
mechanizm obronny;1;6
mechanizm odpalający;1;3
mechanizm różnicowy;1;3
mechanizm uderzeniowy;1;3
mechanizm zegarowy;1;3
mechanizowanie;1;2
mechanoterapia;1;2
mechatronika;1;6
meches;1;15
mecz;1;8
mecz sparingowy;1;3
mecz towarzyski;1;8
meczbol;1;8
meczecik;1;12
meczenie;1;2
meczet;1;12
medal;1;13
medalier;1;15
medalierstwo;1;6
medalik;1;3
Medalikowo;1;12
medalion;1;3
medalion;2;3
medalion;3;3
medalion;4;10
medalionik;1;3
medalista;1;15
medalistka;1;15
medalowość;1;4
media;1;3
media;2;3
mediacja;1;7
medialność;1;4
mediana;1;6
mediana;2;20
mediator;1;15
mediatorka;1;15
mediatyzacja;1;26
mediewista;1;15
mediewistka;1;15
mediewistyka;1;6
Mediolan;1;12
mediolańczyk;1;15
mediowanie;1;2
medioznawca;1;15
medium;1;3
medium;2;15
medium;3;12
medium;4;15
medium;5;7
mediumizm;1;6
medresa;1;12
medresa;2;6
Meduza;1;21
meduza;2;21
medycyna;1;6
medycyna aktywności ruchowej;1;6
medycyna alternatywna;1;2
medycyna kosmiczna;1;6
medycyna lotnicza;1;6
medycyna naturalna;1;2
medycyna niekonwencjonalna;1;3
medycyna niekonwencjonalna;2;6
medycyna nuklearna;1;3
medycyna osteopatyczna;1;6
medycyna ratunkowa;1;6
medycyna regeneracyjna;1;6
medycyna sądowa;1;6
medycyna sportowa;1;6
medycyna tropikalna;1;6
medycyna wewnętrzna;1;6
medycyna zapobiegawcza;1;19
medyczka;1;15
medyk;1;15
medyk;2;15
medykament;1;3
medytacja;1;6
medytowanie;1;2
medżlis;1;11
Mefisto;1;15
mefisto;2;15
Mefistofeles;1;15
megabajt;1;20
megabajt;2;20
megabit;1;20
megabit;2;20
megaflops;1;20
megafon;1;3
megagwiazda;1;15
megagwiazdor;1;15
megaherc;1;20
megalit;1;3
megaloman;1;15
megalomania;1;4
megalomanka;1;15
megaom;1;20
megaparsek;1;20
megapiksel;1;20
megaron;1;3
megasam;1;12
megaspora;1;14
megaterium;1;21
megatona;1;20
megatona;2;20
megatona trotylu;1;20
megawat;1;20
megawatogodzina;1;20
megawolt;1;20
megiera;1;15
meitner;1;24
mejl;1;7
mejlowanie;1;2
mejobentos;1;11
mejospora;1;14
mejoza;1;19
mekintosz;1;10
mekintosz;2;17
mekka;1;12
Meksyk;1;12
Meksykanin;1;15
Meksykańskie Stany Zjednoczone;1;12
melafir;1;24
melakonit;1;14
melamina;1;24
melancholia;1;9
melancholia;2;16
melancholiczka;1;15
melancholiczka;2;15
melancholijność;1;4
melancholik;1;15
melancholik;2;15
melanina;1;24
melanocyt;1;14
melanoma;1;14
melanoza;1;19
melantkowate;1;46
melanż;1;11
melanż;2;4
melasa;1;10
melaśnik;1;12
melatonina;1;24
melba;1;10
melchita;1;15
meldowanie;1;2
meldowanie;2;2
meldowanie;3;2
meldowanie;4;2
meldowanie się;1;2
meldowanie się;2;2
meldunek;1;7
meldunek;2;7
meldunek czasowy;1;7
meleks;1;3
melepeta;1;15
melika;1;7
melina;1;12
melina;2;12
melina;3;12
meliniara;1;15
meliniarka;1;15
meliniarz;1;15
meliniarz;2;15
melinowanie;1;2
melinowanie się;1;2
melioracja;1;2
melioracja agrotechniczna;1;2
meliorant;1;15
meliorator;1;15
melipony;1;46
melisa;1;17
melisa;2;10
melisa lekarska;1;17
melitologia;1;6
melizmat;1;7
melkita;1;15
melodeklamacja;1;2
melodeklamator;1;15
melodeklamatorka;1;15
melodia;1;3
melodia przyszłości;1;6
melodramat;1;3
melodramat;2;7
melodramat;3;26
melodramatyzowanie;1;2
melodyjka;1;3
melodyjność;1;4
melodyka;1;7
melodyka figuracyjna;1;7
melodyka instrumentalna;1;7
melodyka kantylenowa;1;7
melodyka ornamentalna;1;7
melodyka wokalna;1;7
meloman;1;15
melomanka;1;15
melon;1;10
melon;2;17
melonik;1;3
melonowiec;1;17
melopeja;1;8
melorecytacja;1;2
melotron;1;3
Melpomena;1;15
melpomena;2;6
Melpomene;1;15
meluzyna;1;3
meluzyna;2;3
mem;1;6
membrana;1;3
membranofon;1;3
memento;1;7
memetyka;1;6
memłanie;1;2
memo;1;2
memorabilia;1;11
memorandum;1;7
memoriał;1;8
memoriał;2;7
memuar;1;3
memuarysta;1;15
memuarystyka;1;3
menacha;1;3
menada;1;15
menadżer;1;15
menadżer;2;15
menadżer okien;1;3
menadżer plików;1;3
menadżerka;1;15
menadżerka;2;15
menażer;1;15
menażeria;1;12
menażerka;1;15
menażka;1;3
menda;1;15
menda;2;21
mendelew;1;24
mendelizm;1;6
menedżer;1;15
menedżer;2;15
Menedżer haseł;1;3
menedżer okien;1;3
menedżer plików;1;3
menedżerka;1;15
menedżerka;2;15
menedżerowanie;1;2
menel;1;15
menelarnia;1;11
menelka;1;15
menelstwo;1;11
menhir;1;3
meningokok;1;14
menisk;1;16
menisk;2;3
menisk;3;5
menisk;4;5
menisk wklęsły;1;16
menisk wypukły;1;16
mennica;1;12
mennictwo;1;6
mennonici;1;11
mennonita;2;15
menonici;1;26
menonita;1;15
menopauza;1;16
menora;1;3
mensa;1;12
menstruacja;1;25
mentalność;1;4
mentol;1;24
mentor;1;15
mentor;2;15
mentor;3;17
mentorka;1;15
mentorka;2;15
mentorowanie;1;2
mentorowanie;2;2
mentorowanie;3;23
mentorstwo;1;7
menu;1;3
menuecik;1;3
menuecik;2;7
menuet;1;3
menuet;2;7
menzura;1;20
menzura;2;20
menzura;3;20
menzura;4;3
menzura;5;20
menzurka;1;3
mer;1;15
mer;2;14
merc;1;3
Mercedes;1;7
mercedes;2;7
merdanie;1;2
merdanie;2;2
merdnięcie;1;8
merdnięcie;2;8
merenga;1;10
mereżka;1;3
meritum;1;6
merkantylista;1;15
merkantylista;2;15
merkantylizacja;1;19
merkantylizm;1;6
merkantylizm;2;6
Merkury;1;12
merlan;1;21
merobentos;1;11
meronim;1;7
meronimia;1;7
merostwo;1;12
merostwo;2;11
merostwo;3;23
merowa;1;15
merynos;1;21
merynos;2;3
merystem;1;14
merystem pierwotny;1;14
merystem wtórny;1;14
meryterium;1;21
merytoryczność;1;4
mesa;1;12
mesjanista;1;15
mesjanista;2;15
mesjanizm;1;6
mesjasz;1;15
Mesjasz;2;15
meskalina;1;24
mesmeryzm;1;6
messa;1;12
Messi;1;15
messyn;1;25
mesz;1;24
meszek;1;5
meszka;1;21
meszt;1;3
meszta;1;3
meta;1;12
meta;2;12
meta-strona;1;3
metabaza;1;7
metabola;1;7
metabolit;1;24
metabolizm;1;19
metabolizowanie;1;2
metadon;1;24
metafaza;1;19
metafizyczność;1;4
metafizyk;1;15
metafizyka;1;6
metafizyka;2;4
metafizyka;3;4
metafonia;1;16
metafora;1;7
metaforyczność;1;23
metaforyka;1;7
metafraza;1;2
metafraza;2;2
metagalaktyka;1;6
metageneza;1;16
metajęzyk;1;7
metal;1;3
metal;2;24
metal;3;15
metal alkaliczny;1;24
metal półszlachetny;1;24
metal szlachetny;1;24
metalepsja;1;7
metaliczność;1;4
metalizacja;1;2
metalizowanie;1;2
metalogika;1;6
metalografia;1;6
metaloid;1;24
metaloplastyk;1;15
metaloplastyka;1;6
metaloplastyka;2;3
metaloryt;1;6
metalowiec;1;15
metaloznawca;1;15
metaloznawstwo;1;6
metalurg;1;15
metalurgia;1;6
metamatematyka;1;6
metamer;1;5
metameria;1;19
metamorfizm;1;16
metamorfoza;1;8
metamorfoza;2;19
metan;1;24
metanefrydium;1;5
metaniarz;1;15
metanit;1;3
metanol;1;24
metapleks;1;24
metapsychologia;1;6
metasekwoja;1;17
metasomatoza;1;19
metastaza;1;19
metateza;1;7
metek;1;15
metempsychoza;1;8
meteopata;1;15
meteopatka;1;15
meteor;1;14
meteorograf;1;3
meteorogram;1;3
meteoroid;1;14
meteorolog;1;15
meteorologia;1;6
meteorolożka;1;15
meteoropata;1;15
meteoropatka;1;15
meteoropatologia;1;6
meteoryt;1;14
meteorytyka;1;6
methemoglobina;1;14
methemoglobinemia;1;16
metionina;1;14
metka;1;3
metka;2;10
metka;3;3
metoda;1;13
metoda antykoncepcji;1;6
metoda gramatyczno-tłumaczeniowa;1;6
metoda nauczania;1;6
metoda numeryczna;1;13
metoda piknometryczna;1;6
metoda prób i błędów;1;6
metoda statystyczna;1;6
metoda usta-usta;1;2
metodolog;1;15
metodologia;1;6
metodyczka;1;15
metodyczność;1;4
metodyk;1;15
metodyka;1;6
metodyka;2;6
metodysta;1;15
metodystka;1;15
metodyzm;1;26
metojk;1;15
metonimia;1;7
metopa;1;3
metr;1;20
metr;2;3
metr;3;20
metr;4;20
metr;5;15
metr bieżący;1;20
metr kwadratowy;1;20
metr na sekundę;1;20
metr na sekundę do kwadratu;1;20
metr sześcienny;1;20
metrampaż;1;15
metraż;1;20
metresa;1;15
metro;1;3
metrolog;1;15
metrologia;1;6
metrologia czasu;1;6
metronidazol;1;24
metronom;1;3
metropolia;1;12
metropolia;2;11
metropolia;3;26
metropolita;1;15
metrówka;1;3
metrum;1;20
metrum;2;6
metryczka;1;3
metryczka;2;7
metryczna jednostka masy;1;20
metryczna jednostka objętości;1;20
metryczność;1;4
metryczność;2;4
metryka;1;3
metryka;2;23
metryka;3;7
metryka;4;4
metryka;5;6
metyl;1;24
metylacja;1;19
metylofenol;1;24
metys;1;4
Metys;2;15
Metyska;1;15
mewa;1;21
mewa czarnogłowa;1;21
mewa srebrzysta;1;21
mewa śmieszka;1;21
mewka;1;15
mewy;1;46
mezalians;1;26
mezoaerofit;1;17
mezoarchaik;1;25
mezoblast;1;14
mezocefaliczność;1;4
mezoderma;1;14
mezofil;1;14
mezofil gąbczasty;1;14
mezofil palisadowy;1;14
mezofit;1;17
mezokarp;1;5
mezoklimat;1;16
mezolit;1;25
mezon;1;14
mezon;2;14
Mezopotamia;1;12
mezoproterozoik;1;25
mezoregion;1;12
mezosfera;1;23
mezosfera;2;12
mezotermofit;1;17
mezotrofit;1;17
mezozaur;1;21
mezozaury;1;46
mezozoik;1;25
mezuza;1;3
mezzosopran;1;7
mezzosopran;2;15
mezzosopranistka;1;15
mezzotinta;1;3
męczarnia;1;9
męczarnia;2;9
męczelkowate;1;46
męczenie;1;2
męczenie;2;2
męczenie;3;2
męczenie;4;2
męczenie się;1;2
męczenie się;2;2
męczenie się;3;23
męczennica;1;15
męczennica;2;15
męczennica;3;17
męczennica błękitna;1;17
męczennica cielista;1;17
męczennica groniasta;1;17
męczennica jadalna;1;17
męczennica miękka;1;17
męczennica modra;1;17
męczennica olbrzymia;1;17
męczennica zwyczajna;1;17
męczennicowate;1;46
męczennictwo;1;8
męczenniczka;1;15
męczennik;1;15
męczennik;2;15
męczeństwo;1;8
męczliwość;1;16
męczyciel;1;15
męczyciel;2;15
mędrek;1;15
mędrkowanie;1;2
Mędrzec;1;15
mędrzec;2;15
męka;1;9
męka;2;8
męka;3;8
męka Pańska;1;8
męki;1;8
męskie zgromadzenie zakonne;1;11
męskość;1;4
męskość;2;5
męstwo;1;4
męt;1;24
męt;2;15
mętlik;1;8
mętniak;1;15
mętnienie;1;2
mętnienie;2;2
mętnienie;3;2
mętność;1;4
mętność;2;4
męty;1;24
męty społeczne;1;11
mężateczka;1;15
mężatka;1;15
mężczyzna;1;15
mężobójca;1;15
mężobójczyni;1;15
mężobójstwo;1;4
mężulek;1;15
mężuś;1;15
mF;1;20
MFLOPS;1;20
Mg;1;24
mg;2;20
mgiełeczka;1;16
mgiełeczka;2;6
mgiełka;1;16
mgiełka;2;6
mglistość;1;4
mglistość;2;16
mgła;1;16
mgła;2;6
mgławica;1;14
mgławica;2;6
mgławicowość;1;4
mgnienie;1;25
mgr;1;7
mH;1;20
MHz;1;20
mi;1;7
miał;1;24
miałkość;1;4
miałkość;2;4
miano;1;7
miano;2;20
mianowanie;1;2
mianowanie;2;2
mianowanie;3;26
mianowanie się;1;2
mianowaniec;1;15
mianowaniec;2;15
mianownictwo;1;7
mianownik;1;7
mianownik;2;6
miara;1;20
miara;2;20
miara;3;20
miara;4;20
miara;5;3
miara;6;4
miara;7;8
miara;8;6
miara probabilistyczna;1;6
miara tendencji centralnej;1;6
miara wydajności jednostki centralnej CPU komputera;1;20
miareczka;1;20
miareczka;2;3
miareczka;3;3
miarka;1;20
miarka;2;3
miarka;3;3
miarkowanie;1;2
miarkowanie;2;2
miarkowanie się;1;2
miarkownik;1;3
miarkownik ciągu;1;3
miarkownik powietrza;1;3
miarowość;1;4
miasteczko;1;12
miastenia;1;19
miastenia rzekomoporaźna;1;19
miasto;1;12
miasto;2;26
miasto rodzinne;1;12
miasto stołeczne;1;12
miasto umarłych;1;12
miasto-ogród;1;12
miasto-państwo;1;11
miastowiec;1;15
miastowy;1;15
miauczenie;1;2
miauczenie;2;2
miauk;1;16
miauknięcie;1;8
miazga;1;24
miazga;2;14
miazga korkotwórcza;1;14
miazga zęba;1;5
miazga zębowa;1;5
miazmaty;1;16
miazmaty;2;8
miazmaty;3;16
miażdżenie;1;2
miażdżyca;1;19
miąższ;1;17
miąższość;1;20
MiB;1;20
Mib;2;20
Mibit;1;20
micela;1;14
micha;1;3
michnikowszczyzna;1;18
Microsoft Entourage;1;3
Microsoft Outlook;1;3
Microsoft Word;1;3
microswitch;1;3
micwa;1;26
miczman;1;15
miczman;2;7
midinetka;1;15
midrasz;1;7
midynetka;1;15
miech;1;3
miech;2;3
miech;3;3
miech;4;25
miechowici;1;11
miechowita;1;15
miechunka;1;17
miechunka rozdęta;1;17
miechunki;1;46
miecz;1;3
miecz;2;3
miecz;3;3
miecz bastardowy;1;3
miecz Damoklesa;1;4
miecz Damoklesowy;1;4
miecz długi;1;3
miecz dwuręczny;1;3
miecz jednosieczny;1;3
miecz obosieczny;1;3
miecz obrotowy;1;3
miecz półtoraręczny;1;3
miecz szybrowy;1;3
miecz uchylny;1;3
miecznik;1;15
miecznik;2;15
miecznik;3;21
mieczogon;1;21
mieczogony;1;46
mieczowanie;1;2
mieczownik;1;15
mieczownik;2;15
mieczowy;1;15
mieczyk;1;17
mieczyk;2;21
mieczyk;3;3
mieczysko;1;3
mieczysko;2;3
miednica;1;3
miednica;2;5
miedniczka;1;3
miedniczka nerkowa;1;5
miedza;1;12
miedziaczek;1;18
miedziak;1;18
miedzianka;1;21
miedzionikiel;1;24
miedzioryt;1;3
miedzioryt;2;6
miedziorytnictwo;1;6
miedziorytnik;1;15
miedziowanie;1;2
miedziowiec;1;24
miedziowiec;2;15
miedziownik;1;15
miedź;1;24
miedź;2;3
miedź;3;4
miejsce;1;12
miejsce;2;8
miejsce;3;23
miejsce;4;12
miejsce;5;26
miejsce;6;12
miejsce;7;12
miejsce;8;6
miejsce docelowe;1;12
miejsce gry;1;12
miejsce kultu;1;12
miejsce leżące;1;12
miejsce odosobnienia;1;12
miejsce parkingowe;1;12
miejsce pochówku;1;12
miejsce pochówku;2;12
miejsce pracy;1;12
miejsce siedzące;1;12
miejsce stojące;1;12
miejsce święte;1;12
miejsce wiecznego spoczynku;1;12
miejsce wolne;1;12
miejsce wyróżniające się z całości obiektu;1;4
miejsce zajęte;1;12
miejsce zatrudnienia;1;12
miejsce ze względu na przeznaczenie;1;12
miejsce zebrań;1;12
miejscownik;1;7
miejscowość;1;12
miejscowy plan zagospodarowania przestrzennego;1;3
miejscówka;1;3
miejskość;1;4
mielczanin;1;15
mielczanka;1;15
mielec;1;17
Mielec;2;12
mielenie;1;2
mielenie;2;2
mielenie się;1;2
mielerz;1;22
mielina;1;24
mieliwo;1;17
mielizna;1;12
mielonka;1;10
mieniak;1;21
mieniak stróżnik;1;21
mieniak tęczowiec;1;21
mienie;1;18
mienienie;1;2
mienienie się;1;23
mienszewik;1;15
miernictwo;1;6
miernictwo;2;6
miernik;1;6
miernik;2;3
miernik;3;21
miernik poziomu dźwięku;1;3
miernikowiec;1;21
mierność;1;4
miernota;1;15
miernota;2;4
mierny;1;20
mierzalność;1;4
mierzeja;1;12
mierzenie;1;2
mierzenie;2;2
mierzenie się;1;2
mierzenie się;2;2
mierzenie się;3;2
mierzenie się;4;2
mierzwa;1;24
mierzwa;2;24
mierzwienie;1;2
mierzwienie się;1;2
mierzyn;1;21
mierzynek;1;21
mierźnięcie;1;2
mierżenie;1;2
miesiąc;1;25
miesiąc;2;14
miesiąc kalendarza żydowskiego;1;25
miesiąc księżycowy;1;25
miesiąc synodyczny;1;25
miesiączek;1;25
miesiączek;2;14
miesiączka;1;25
miesiączkowanie;1;2
miesiącznica;1;17
miesiącznica roczna;1;17
miesiącznice;1;46
miesięcznica;1;17
miesięcznik;1;3
mieszacz;1;3
mieszacz;2;3
mieszacz;3;3
mieszacz;4;15
mieszadełko;1;3
mieszadło;1;3
mieszak;1;3
mieszalnia;1;12
mieszalnik;1;3
mieszalnik;2;3
mieszałka;1;3
mieszana elastyczność popytu;1;20
mieszanie;1;2
mieszanie;2;2
mieszanie;3;2
mieszanie;4;2
mieszanie;5;2
mieszanie;6;2
mieszanie się;2;2
mieszanie się;3;2
mieszanie się;4;23
mieszaniec;1;4
mieszaniec;2;15
mieszaniec;3;21
mieszanina;1;24
mieszanina;2;11
mieszanina azeotropowa;1;24
mieszanina eutektyczna;1;24
mieszanka;1;24
mieszarka;1;3
mieszczaneczka;2;15
mieszczanin;1;15
mieszczanin;2;15
mieszczanin;3;15
mieszczanka;1;15
mieszczanka;2;15
mieszczańskość;1;4
mieszczaństwo;1;11
mieszczaństwo;2;11
mieszczenie;1;23
mieszczenie;2;23
mieszczenie się;1;23
mieszczenie się;2;23
mieszczenie się;3;23
mieszczka;1;15
mieszczka;2;15
mieszczka;3;15
mieszczuch;1;15
mieszczuszek;1;15
mieszek;1;3
mieszek;2;17
mieszek;3;3
mieszkalnictwo;1;18
mieszkanie;1;23
mieszkanie;2;2
mieszkanie;3;23
mieszkanie;4;12
mieszkanie służbowe;1;3
mieszkaniec;1;15
mieszkaniec;2;21
mieszkaniec dawnego miasta;1;15
mieszkaniec dawnego państwa;1;15
mieszkaniec domu;1;15
mieszkaniec krainy historycznej;1;15
mieszkaniec miasta;1;15
mieszkaniec państwa;1;15
mieszkaniec regionu;1;15
mieszkaniec regionu historycznego;1;15
mieszkaniec starożytnego państwa;1;15
mieszkaniec wsi;1;15
mieszkaniowiec;1;15
mieszkaniówka;1;18
mieszkanka;1;15
mieszkanko;1;12
mieścina;1;12
mieścina;2;12
mietelnik;1;17
mietlica;1;17
miewanie;1;0
miewanie;2;18
miewanie się;1;23
mięcho;1;10
mięcho;2;5
mięcie;1;2
mięcie się;1;2
mięczak;1;21
mięczak;2;15
mięczaki;1;46
międlarka;1;3
międlarka;2;3
międlenie;1;2
międlenie;2;2
międlica;1;3
międzyczas;1;23
międzygórze;1;16
międzykontynentalna rakieta balistyczna;1;3
międzykontynentalny pocisk balistyczny;1;3
międzylądowanie;1;8
międzymiastowa;1;26
międzymorze;1;12
międzymózgowie;1;5
międzymurze;1;12
międzynarodowe stosunki gospodarcze;1;6
Międzynarodowy Układ Jednostek Miar;1;20
międzynarodówka;1;11
Międzynarodówka Komunistyczna;1;11
międzyplanetarny lot kosmiczny;1;8
międzyplon;1;11
międzypokład;1;12
Międzyrzecze;1;12
międzyrzecze;2;12
międzysłupie;1;20
międzywale;1;12
międzywęźle;1;17
międzywojnie;1;25
miękczenie;1;2
miękczenie;2;2
miękczenie;3;2
miękczenie się;1;2
miękisz;1;14
miękisz;2;14
miękisz asymilacyjny;1;14
miękisz gąbczasty;1;14
miękisz palisadowy;1;14
miękisz powietrzny;1;14
miękisz rdzenia;1;14
miękisz rdzeniowy;1;14
miękisz spichrzowy;1;14
miękisz wieloramienny;1;14
miękisz wodny;1;14
miękisz wodonośny;1;14
miękisz zasadniczy;1;14
miękisz zieleniowy;1;14
miękki ołówek;1;3
miękki werniks;1;3
miękkie lądowanie;1;8
miękkopiór;1;21
miękkość;1;4
mięknięcie;1;2
mięknięcie;2;2
mięknięcie;3;2
mięsak;1;16
mięsienie;1;8
mięsień;1;5
mięsiwo;1;10
mięsko;1;10
mięsność;1;4
mięso;1;10
mięso;2;10
mięso;3;5
mięso;4;10
mięso armatnie;1;15
mięso drobiowe;1;10
mięso ryby;1;10
mięsojad;1;15
mięsopust;1;25
mięsopust;2;25
mięsożerca;1;21
mięsożerca;2;15
mięsożerność;1;4
mięśniak;1;15
mięśniolot;1;3
mięśniopłetwe;1;46
mięśniówka;1;5
mięta;1;17
mięta;2;10
mięta;3;10
miętka;1;17
miętoszenie;1;2
miętówka;1;10
miętówka;2;10
miętus;1;21
miętus;2;10
mig;1;7
mig;2;7
migacz;1;15
migacz;2;3
migacz lewy;1;3
migacz prawy;1;3
miganie;1;23
miganie;2;2
miganie;3;2
miganie;4;2
miganie;5;2
miganie;6;2
miganie;7;2
miganie się;1;23
migawka;1;3
migawka;2;3
migdał;1;17
migdał;2;10
migdał;3;5
migdałek;1;5
migdałowiec;1;17
migdałowiec;2;14
miglanc;1;15
migmatyt;1;24
mignięcie;1;8
mignięcie;2;8
mignięcie;3;8
mignięcie;4;8
mignięcie;5;8
mignięcie;6;8
migot;1;16
migotanie;1;23
migotanie;2;23
migotanie;3;16
migotanie gwiazd;1;16
migotka;1;5
migotliwość;1;4
migracja;1;23
migrant;1;15
migrantka;1;15
migrena;1;19
migrowanie;1;2
migrowanie;2;2
mihrab;1;12
mijanie;1;2
mijanie;2;23
mijanie;3;2
mijanie się;1;2
mijanie się;2;2
mijanie się;3;2
mijanie się z prawdą;1;2
mijanka;1;12
mika;1;24
mikado;1;15
mikcja;1;2
mikolog;1;15
mikologia;1;6
mikołajki;1;25
mikołajki;2;8
mikoryza;1;19
mikot;1;3
mikroanaliza;1;6
mikroanaliza;2;6
mikrob;1;21
mikrobar;1;20
mikrobentos;1;11
mikrobiolog;1;15
mikrobiologia;1;6
mikroblog;1;3
mikrobus;1;3
mikrocefalia;1;19
mikrochemia;1;6
mikrochirurgia;1;6
mikrociałko;1;14
mikrocząsteczka;1;14
mikrodruk;1;3
mikrodruk;2;6
mikroekonomia;1;6
mikroekonomista;1;15
mikroelektronika;1;6
mikroelement;1;24
mikroewolucja;1;19
mikrofala;1;16
mikrofalowanie;1;2
mikrofalowe promieniowanie tła;1;16
mikrofalowy akcelerator liniowy;1;3
mikrofalówka;1;3
mikrofarad;1;20
mikrofaza;1;3
mikrofibra;1;3
mikrofilm;1;3
mikrofilm;2;3
mikrofizyka;1;6
mikroflora;1;14
mikrofon;1;3
mikrofon cewkowy;1;3
mikrofon dwukierunkowy;1;3
mikrofon dynamiczny;1;3
mikrofon elektrostatyczny;1;3
mikrofon jednokierunkowy;1;3
mikrofon kardioidalny;1;3
mikrofon kierunkowy;1;3
mikrofon kontaktowy;1;3
mikrofon krtaniowy;1;3
mikrofon kwasowy;1;3
mikrofon laserowy;1;3
mikrofon magnetoelektryczny;1;3
mikrofon na tyczce;1;3
mikrofon na żurawiu;1;3
mikrofon nerkowy;1;3
mikrofon piezoelektryczny;1;3
mikrofon pojemnościowy;1;3
mikrofon pojemnościowy elektretowy;1;3
mikrofon stykowy;1;3
mikrofon szpiegowski;1;3
mikrofon światłowodowy;1;3
mikrofon węglowy;1;3
mikrofon wstęgowy;2;3
mikrofon wszechkierunkowy;1;3
mikrofonik;1;3
mikrofotografia;1;3
mikrofotografia;2;3
mikrofotografia;3;6
mikrofotogram;1;3
mikroftalmia;1;19
mikrogameta;1;14
mikrogaus;1;20
mikroglej;1;14
mikrogram;1;20
mikrograwitacja;1;16
mikroguma;1;24
mikrohematuria;1;19
mikroklimat;1;16
mikroklin;1;24
mikrokomputer;1;3
mikrokosmek;1;5
mikrokosmos;1;6
mikrokosmos;2;12
mikrokosmos;3;12
mikrokosmos;4;12
mikrokredyt;1;18
mikrolit;1;14
mikrolit;2;3
mikrolitr;1;20
mikromanipulator;1;3
mikrometeoroid;1;14
mikrometeoryt;1;14
mikrometr;1;20
mikromikron;1;20
mikromoduł;1;3
mikron;1;20
mikronadajnik;1;3
mikronawóz;1;24
mikroorganizm;1;14
mikropaleontolog;1;15
mikropaleontologia;1;6
mikropenis;1;5
mikropipeta;1;3
mikropowieść;1;3
mikroprocesor;1;3
mikroprzedsiębiorstwo;1;3
mikroradian;1;20
mikroregion;1;12
mikrosamochód;2;3
mikrosekunda;1;25
mikrosiedlisko;1;12
mikroskala;1;6
mikroskop;1;3
mikroskop akustyczny;1;3
mikroskop binokularowy;1;3
mikroskop biokularowy;1;3
mikroskop dwuokularowy;1;3
mikroskop elektronowy;1;3
mikroskop jednookularowy;1;3
mikroskop monookularowy;1;3
mikroskop operacyjny;1;3
mikroskop optyczny;1;3
mikroskop sił atmomowych;1;3
mikroskop skaningowy;1;3
mikroskop stereoskopowy;1;3
mikroskop złożony;1;3
mikroskopia;1;2
mikrospis;1;2
mikrospora;1;14
mikrosterol;1;24
mikrostruktura;1;26
mikrostruktura;2;23
mikroślad;1;16
mikroświat;1;6
mikrotelefon;1;3
mikrotom;1;3
