lemma;variant;domain
tupeciarz;1;os
tupecik;1;cech
tupet;1;cech
tupnięcie;1;zdarz
tupnięcie;2;zdarz
tupot;1;zj
tupotanie;1;czy
tuptanie;1;czy
tur;1;zw
tura;1;il
tura;2;grp
turak;1;zw
turakowate;1;sys
turakowe;1;sys
turbacja;1;czuj
turban;1;wytw
turbanek;1;wytw
turbina;1;wytw
turbina akcyjna;1;wytw
turbina bębnowa;1;wytw
turbina cieplna;1;wytw
turbina energetyczna;1;wytw
turbina Francisa;1;wytw
turbina gazowa;1;wytw
turbina gazowa jednowałowa;1;wytw
turbina hydrauliczna;1;wytw
turbina hydroelektryczna;1;wytw
turbina komorowa;1;wytw
turbina lotnicza;1;wytw
turbina okrętowa;1;wytw
turbina osiowa;1;wytw
turbina parowa;1;wytw
turbina parowa kondensacyjna;1;wytw
turbina parowa przeciwprężna;1;wytw
turbina pomocnicza;1;wytw
turbina promieniowa;1;wytw
turbina przemysłowa;1;wytw
turbina reakcyjna;1;wytw
turbina trakcyjna;1;wytw
turbina Waltera;1;wytw
turbina wiatrowa;1;wytw
turbina wodna;1;wytw
turbinka;1;wytw
turbodiesel;1;wytw
turbogenerator;1;wytw
turboodrzutowiec;1;wytw
turbosprężarka;1;grp
turbosprężarka;2;wytw
turbośmigłowiec;1;wytw
turbot;1;zw
turbowanie;1;czy
turbowanie się;1;czy
turbozespół;1;grp
turbulencja;1;zj
turbulencja;2;zj
Turcja;1;msc
turcyzm;1;por
turczenie;1;czy
turczenie się;1;czy
turecznia;1;rsl
Turek;1;os
turgor;1;st
turkan;1;zw
turkaweczka;1;zw
turkawka;1;zw
turki;1;umy
turki wielkanocne;1;umy
turkolog;1;os
turkologia;1;umy
turkot;1;zj
turkotanie;1;czy
turkuć podjadek;1;zw
turkus;1;rz
turkus;2;cech
turkusik;1;rz
turkusik;2;cech
turlanie;1;czy
turlanie się;1;czy
turlanie się;2;czy
turlanie się;3;czy
turma;1;msc
turma;2;grp
turmalin;1;rz
turnia;1;rz
turniczka;1;rz
turniej;1;zdarz
turniej;2;zdarz
turniura;1;wytw
turniura;2;wytw
turnus;1;czas
turon;1;czas
turoń;1;wytw
turoń;2;os
turówka;1;rsl
turówka;2;wytw
turówka wonna;1;rsl
turpista;1;os
turpizm;1;umy
turyferariusz;1;os
Turyngia;1;msc
turysta;1;os
turystka;1;os
turystyka;1;zwz
turyzm;1;umy
turzyca;1;rsl
turzyca;2;zw
turzyca;3;czc
turzycowisko;1;msc
tusz;1;wytw
tusz;2;wytw
tusz;3;wytw
tusz;4;wytw
tusz;5;zdarz
tusz;6;czy
tusz;7;por
tusz;8;cel
tusza;1;jedz
tusza;2;ksz
tusza;3;cech
tuszenie;1;st
tuszka;1;jedz
tuszka;2;jedz
tuszonka;1;jedz
tuszonka;2;il
tuszonka;3;wytw
tuszowanie;1;czy
tuszowanie;2;czy
tutka;1;wytw
tutka;2;wytw
tutkarz;1;zw
tutkarz bachusek;1;zw
tutkarz brzozowiec;1;zw
tutkarz cygarowiec;1;zw
tutkarz topolowiec;1;zw
tutor;1;os
tutor;2;os
tutti frutti;1;jedz
tutti frutti;2;grp
tutti frutti;3;jedz
tutti-frutti;1;jedz
tuz;1;os
tuz;2;os
tuziemiec;1;os
tuziemka;1;os
tuzin;1;il
tużureczek;1;wytw
tużurek;1;wytw
tv;2;wytw
TV;3;il
TV$;1;pos
TV$;2;pos
tW;1;il
TW;2;il
TW;3;os
twarda ręka;1;cech
twardnienie;1;czy
twardnienie;2;czy
twardnienie;3;czy
twardogłowy;1;os
twardość;1;cech
twardość;2;cech
twardość;3;zj
twardówka;1;czc
twardy dysk;1;wytw
twardy dysk;2;wytw
twardy ołówek;1;wytw
twardy orzech do zgryzienia;1;por
twardy sen;1;st
twardziak;1;rsl
twardziak japoński;1;rsl
twardziak łuskowaty;1;rsl
twardziak uprawny;1;rsl
twardzica;1;rz
twardziel;1;os
twardziel;2;rz
twardziel;3;wytw
twardzielec;1;rz
twardzina;1;prc
twardzioszek;1;rsl
twardzioszek kulistawy;1;rsl
twardzioszek kulisty;1;rsl
twardzioszek liściowy;1;rsl
twardzioszek okrągły;1;rsl
twardzioszek przydrożny;1;rsl
twardzioszek skręcony;1;rsl
twardzioszek spoisty;1;rsl
twardzioszek szczypiorkowy;1;rsl
twardzioszkowate;1;sys
twarożek;1;jedz
twarożek;2;jedz
twaróg;1;jedz
twaróg;2;jedz
twarz;1;czc
twarz;2;os
twarz;3;zwz
twarz;4;cech
twarz;5;os
twarzoczaszka;1;czc
twarzyczka;1;czc
TWD;1;pos
tweed;1;wytw
twierdza;1;msc
twierdzenie;1;czy
twierdzenie;2;czy
twierdzenie;3;czy
twierdzenie;4;umy
twierdzenie;5;por
twierdzenie o dwumianie;1;umy
twist;1;czy
twister;1;wytw
twornik;1;wytw
tworzenie;1;czy
tworzenie;2;czy
tworzenie;3;st
tworzenie się;1;czy
tworzyciel;2;os
tworzywo;1;sbst
tworzywo do produkcji biżuterii;1;sbst
tworzywo do produkcji ceramiki;1;sbst
tworzywo sztuczne;1;wytw
twór;1;rz
twór;2;czc
twór;3;zwz
twór;4;zj
twór;5;wytw
twór chorobowy;1;zj
twór grzybniowy;1;rsl
twór krystaliczny;1;rz
twórca;1;os
twórczość;1;wytw
twórczość;2;umy
twórczość literacka;1;umy
twórczość poetycka;1;umy
twórczyni;1;os
tybinka;1;wytw
tybinka duża;1;wytw
tybinka mała;1;wytw
Tychy;1;msc
tycie;1;czy
tyczenie;1;st
tyczenie;2;czy
tyczenie;3;czy
tyczenie się;1;st
tyczka;1;wytw
tyczka;2;wytw
tyczka;3;wytw
tyczka;4;os
tyczka;5;czy
tyczkarka;1;os
tyczkarz;1;os
tycznia;1;czas
tydzień;1;czas
tyflopedagogika;1;umy
Tyfon;1;zw
tyfon;2;wytw
tyfus;1;prc
tyfus brzuszny;1;zw
tyfus osutkowy;1;prc
tyfus plamisty;1;prc
tygiel;1;wytw
tygiel;2;wytw
tygiel;3;grp
tygielek;1;wytw
tygielek;2;wytw
tygodniczek;1;wytw
tygodnik;1;wytw
tygodniówka;1;zj
tygodniówka;2;pos
tygodniówka;3;pos
tygrys;1;zw
tygrys;2;wytw
tygrys szablastozębny;1;zw
tygrysek;1;zw
tygrysek;2;wytw
tygrysiątko;1;zw
tygrysica;1;zw
tygrysię;1;zw
tygrysówka;1;rsl
tygrysówka pawia;1;rsl
tygrzyk;1;zw
tygrzyk paskowany;1;zw
tyk;1;zj
tyk;2;wytw
tyka;1;os
tyka;2;wytw
tyka;3;czc
tyka;4;wytw
tykanie;1;czy
tykanie;2;czy
tykanie się;1;czy
tykot;1;zj
tykwa;1;wytw
tykwa;2;rsl
tykwa;3;jedz
tykwa pospolita;1;rsl
tykwy;1;sys
tylakoid;1;rz
tylda;1;por
tylec;1;msc
tylnica;1;wytw
tylnokołowiec;1;wytw
tył;1;msc
tył;2;st
tył;3;czc
tył;4;czc
tył;5;wytw
tyłeczek;1;czc
tyłek;1;czc
tyłomózgowie;1;czc
tyłomóżdże;1;czc
tyłozgięcie;1;st
tyłozgięcie macicy;1;st
tyłówka;1;por
tyły;1;msc
tymbalik;1;jedz
tymczasowość;1;cech
tymf;1;wytw
tymianek;1;jedz
tymianek;2;rsl
tymina;1;sbst
tymol;1;sbst
tymotka;1;rsl
tympanon;1;wytw
tympanon;2;wytw
tynf;1;wytw
tynk;1;wytw
tynk suchy;1;wytw
tynk szlachetny;1;wytw
tynkarz;1;os
tynkowanie;1;czy
tynkowanie;2;czy
tynkownica;1;wytw
tynktura;1;sbst
tynktura;2;cech
tynktura;3;sbst
typ;1;cech
typ;2;sys
typ;3;os
typ;4;os
typ;5;por
typ antropologiczny;1;cech
typ arktyczny;1;cech
typ atletyczny;1;os
typ ekologiczny;1;cech
typ gospodarki;1;zwz
typ mongoloidalny;1;cech
typ orientalny;1;cech
typ pykniczny;1;cech
typ spod ciemnej gwiazdy;1;os
typ subnordyczny;1;cech
typ śródziemnomorski;1;cech
typek;1;os
typer;1;os
typizacja;1;umy
typizacja;2;umy
typizowanie;1;czy
typograf;1;os
typograf;2;wytw
typograf;3;os
typografia;2;wytw
typografia;3;umy
typografia;4;grp
typologia;1;umy
typologia;2;umy
typologia;3;umy
typowanie;1;czy
typowanie;2;czy
typowanie;3;czy
typowość;1;cech
tyrada;1;por
tyralier;1;os
tyraliera;1;grp
tyran;1;os
tyran;2;os
tyranek;1;os
tyranek;2;os
tyrania;1;st
tyrania;2;zwz
tyranie;1;czy
tyranizowanie;1;czy
tyranka;1;zw
tyranka;2;os
tyranozaur;1;zw
tyranozauroidy;1;sys
tyranozaury;1;sys
tyreotropina;1;sbst
tyrka;1;msc
tyroksyna;1;zj
tyrozyna;1;rz
tyrs;1;wytw
tyrs;2;wytw
tyrystor;1;wytw
tys.;1;il
tysiaczek;1;pos
tysiak;1;pos
tysiąc;1;il
tysiąc;2;pos
tysiąc;3;umy
tysiąclatka;1;msc
tysiąclecie;1;czas
tysiąclist;1;rsl
tysiączek;1;il
tysiączek;2;pos
tysiączna z nadmiarem;1;il
tysiącznik;1;rsl
tysiącznik;2;os
tyszanin;1;os
tytan;1;sbst
tytan;2;os
tytan pracy;1;os
tytanian;1;sbst
tytanit;1;rz
tytanowiec;1;sbst
tytka;1;wytw
tytłanie;1;czy
tytłanie się;1;czy
tyton;1;czas
tytoń;1;rsl
tytoń;2;wytw
tytoń bakun;1;rsl
tytulatura;1;por
tytulatura;2;por
tytuł;1;por
tytuł;2;wytw
tytuł;3;por
tytuł egzekucyjny;1;por
tytuł grzecznościowy;1;por
tytuł honorowy;1;por
tytuł prasowy;1;wytw
tytuł szlachecki lub arystokratyczny;1;por
tytuł wojskowy;1;por
tytuł zawodowy;1;por
tytułomania;1;czuj
tytułowanie;1;czy
tytułowanie;2;czy
tytułowanie się;1;czy
U;1;sbst
u;2;il
u diabła;1;por
u kaduka;1;por
u kata;1;por
U-Boot;1;wytw
U-boot;2;jedz
uaktualnianie;1;czy
uaktualnianie się;1;czy
uaktualnienie;1;zdarz
uaktualnienie się;1;zdarz
uaktywnianie;1;czy
uaktywnienie;1;zdarz
uargumentowanie;1;zdarz
uatrakcyjnianie;1;czy
uatrakcyjnienie;1;zdarz
UB;1;zwz
ubarwianie;1;czy
ubarwianie;2;umy
ubarwienie;1;zdarz
ubarwienie;2;cech
ubaw;1;zdarz
ubaw;2;cech
ubawienie;1;zdarz
ubawienie się;1;zdarz
ubecja;1;zwz
ubek;1;os
ubezdźwięcznianie;1;czy
ubezdźwięcznienie;1;zdarz
ubezdźwięcznienie;2;zj
ubezpieczalnia;1;msc
ubezpieczanie;1;czy
ubezpieczanie;2;czy
ubezpieczanie;3;czy
ubezpieczanie się;1;czy
ubezpieczanie się;2;czy
ubezpieczenia;1;umy
ubezpieczenie;1;zdarz
ubezpieczenie;2;zdarz
ubezpieczenie;3;zdarz
ubezpieczenie;4;grp
ubezpieczenie;5;zwz
ubezpieczenie;6;pos
ubezpieczenie;7;wytw
ubezpieczenie;8;wytw
ubezpieczenie chorobowe;1;pos
ubezpieczenie emerytalne;1;pos
ubezpieczenie na życie;1;pos
ubezpieczenie rentowe;1;pos
ubezpieczenie się;1;zdarz
ubezpieczenie społeczne;1;pos
ubezpieczenie społeczne;2;pos
ubezpieczenie wypadkowe;1;pos
ubezpieczeniowiec;1;os
ubezpieczyciel;1;msc
ubezpłodnienie;1;zdarz
ubezwłasnowolnianie;1;czy
ubezwłasnowolnienie;1;zdarz
ubezwłasnowolniona;1;os
ubezwłasnowolniony;1;os
ubichinon;1;sbst
ubicie;1;zdarz
ubicie;2;zdarz
ubicie;3;zdarz
ubiczowanie;1;zdarz
ubieganie;1;czy
ubieganie się;1;czy
ubieganie się o rękę;1;czy
ubiegnięcie;1;zdarz
ubiegnięcie;2;zdarz
ubiegnięcie;3;zdarz
ubiegnięcie;4;zdarz
ubielenie;1;zdarz
ubielenie;2;zdarz
ubielenie;3;zdarz
ubielenie;4;zdarz
ubieralnia;1;msc
ubieranie;1;czy
ubieranie;2;czy
ubieranie się;1;czy
ubieranie się;2;st
ubieranie w słowa;1;czy
ubierka;1;czy
ubierka;2;msc
ubijaczka;1;wytw
ubijak;1;wytw
ubijak;2;wytw
ubijanie;1;czy
ubijanie;2;czy
ubijanie;3;czy
ubijarka;1;wytw
ubikacja;1;msc
ubiorek;1;rsl
ubiorek;2;wytw
ubiór;1;wytw
ubliżanie;1;czy
ubliżenie;1;zdarz
ubłaganie;1;zdarz
ubłaganie;2;zdarz
ubłagiwanie;1;czy
ubłagiwanie;2;czy
ubocze;1;msc
uboczność;1;cech
ubodzenie;1;zdarz
ubogi;1;os
ubogi krewny;1;wytw
ubogi krewny;2;os
Ubogie Siostry Świętej Klary;1;grp
ubojnia;1;wytw
ubolewanie;1;czy
ubolewanie;2;czy
ubolewanie;3;czuj
ubowiec;1;os
ubożenie;1;czy
ubożenie;2;czy
ubożenie;3;czy
ubożenie;4;zdarz
ubożenie;5;czy
ubój;1;zdarz
ubój rytualny;1;zdarz
ubóstwianie;1;st
ubóstwianie;2;czy
ubóstwienie;1;zwz
ubóstwienie;2;czuj
ubóstwo;1;st
ubóstwo;2;pos
ubranie;1;zdarz
ubranie;2;zdarz
ubranie;3;wytw
ubranie ochronne;1;wytw
ubranie się;1;zdarz
ubranie w słowa;1;zdarz
ubraniówka;1;wytw
ubranko;1;wytw
ubrdanie sobie;1;zdarz
ubrudzenie;1;zdarz
ubruttowanie;1;umy
ubycie;1;zdarz
ubytek;1;zdarz
ubytek;2;msc
ubytek;3;zj
ubytek;4;il
ubywanie;1;czy
ubzdryngolenie się;1;zdarz
ubzduranie sobie;1;zdarz
ucałowania;1;por
ucałowanie;1;zdarz
ucha;1;jedz
ucharakteryzowanie;1;zdarz
uchatka;1;zw
uchatka kalifornijska;1;zw
uchatka niedźwiedziowata;1;zw
uchatka patagońska;1;zw
uchlanie się;1;zdarz
uchlewanie się;1;czy
ucho;1;czc
ucho;2;wytw
ucho;3;wytw
ucho;4;wytw
ucho wewnętrzne;1;czc
uchodzenie;1;czy
uchodzenie;2;czy
uchodzenie;3;czy
uchodzenie się;1;zdarz
uchodźca;1;os
uchodźczyni;1;os
uchodźstwo;1;grp
uchronienie;1;zdarz
uchronienie się;1;zdarz
uchwalanie;1;czy
uchwalanie;2;por
uchwalenie;1;zdarz
uchwała;1;por
uchwycenie;1;zdarz
uchwycenie;2;zdarz
uchwycenie;3;zdarz
uchwycenie się;1;zdarz
uchwyt;1;wytw
uchwytność;1;cech
uchybianie;1;czy
uchybianie;2;czy
uchybienie;1;zdarz
uchybienie;2;czy
uchybienie;3;cech
uchybienie;4;zdarz
uchylanie;1;czy
uchylanie;2;czy
uchylanie kapelusza;1;czy
uchylanie się;1;czy
uchylanie się;2;czy
uchylenie;1;zdarz
uchylenie;2;zdarz
uchylenie;3;czy
uchylenie kapelusza;1;zdarz
uchylenie się;1;zdarz
uchylenie się;2;zdarz
uchylenie się;3;czy
uchylność;1;cech
uchyłek;1;czc
uchyłek jelita krętego;1;prc
uchyłek Meckela;1;prc
uciąg;1;cech
uciąg;2;cech
uciążliwość;1;cech
ucichanie;1;czy
ucichnięcie;1;zdarz
ucichnięcie;2;zdarz
uciecha;1;czuj
uciecha;2;czuj
ucieczka;1;zdarz
ucieczka;2;umy
uciekanie;1;czy
uciekanie;2;czy
uciekanie się do;1;czy
uciekanie się do ...;1;czy
uciekanie się do ...;2;zdarz
uciekinier;1;os
uciekinierka;1;os
ucieknięcie;1;zdarz
ucieknięcie;2;zdarz
ucieknięcie się do ...;1;zdarz
ucieleśnianie;1;czy
ucieleśnianie;2;st
ucieleśnienie;1;zdarz
ucieleśnienie;2;st
ucieralnia;1;msc
ucieranie;1;czy
ucieranie się;1;czy
ucierpienie;1;zdarz
ucieszenie;1;zdarz
ucieszenie się;1;zdarz
ucięcie;1;zdarz
ucięcie;2;zdarz
ucięcie;3;zdarz
ucięcie;4;zdarz
ucinanie;1;czy
ucinanie;2;czy
ucinanie;3;czy
ucinanie koguta;1;czy
ucinanie się;1;czy
ucisk;1;st
ucisk;2;zj
uciskanie;1;czy
uciskanie;2;czy
uciskanie;3;czy
uciszanie;1;czy
uciszanie;2;czy
uciszanie;3;czy
uciszanie się;1;czy
uciszenie;1;zdarz
uciszenie;2;zdarz
uciszenie;3;zdarz
uciszenie się;1;zdarz
uciułanie;1;zdarz
uczciwość;1;cech
uczczenie;1;zdarz
uczczenie;2;zdarz
uczelnia;1;msc
uczelnia;2;umy
uczenie;1;czy
uczenie;2;czy
uczenie;3;czy
uczenie;4;czy
uczenie się;1;umy
uczenie się;2;czy
uczennica;1;os
uczennica;2;os
uczennica;3;os
uczeń;1;os
uczeń;2;os
uczeń;3;os
uczeń określonej klasy;1;os
uczepianie;1;czy
uczepianie się;1;czy
uczepienie;1;zdarz
uczepienie się;1;zdarz
uczesanie;1;zdarz
uczesanie;2;zdarz
uczesanie;3;wytw
uczesanie się;1;zdarz
uczesanie się;2;zdarz
uczestnictwo;1;st
uczestniczenie;1;czy
uczestniczenie;2;st
uczestniczenie;3;czy
uczestniczka;1;os
uczestnik;1;os
uczęszczanie;1;czy
uczęszczanie;2;czy
uczłowieczanie;1;czy
uczłowieczanie;2;czy
uczłowieczenie;1;zdarz
uczłowieczenie;2;zdarz
uczniak;1;os
uczoność;1;cech
uczoność;2;cech
uczony;1;os
uczta;1;zdarz
uczta;2;czuj
ucztowanie;1;czy
ucztownik;1;os
uczucie;1;zdarz
uczucie;2;zdarz
uczucie;3;czuj
uczucie;4;czuj
uczucie;5;czuj
uczucie psychiczne;1;czuj
uczuciowiec;1;os
uczuciowość;1;cech
uczulacz;1;sbst
uczulanie;1;czy
uczulanie;2;czy
uczulenie;1;zdarz
uczulenie;2;zdarz
uczulenie;3;prc
uczulenie;4;czy
uczuleniowiec;1;os
uczuwanie;1;st
uczuwanie;2;st
uczynek;1;czy
uczynienie;1;zdarz
uczynienie czegoś złego;1;zdarz
uczynienie dobra;1;zdarz
uczynnianie;1;czy
uczynnienie;1;zdarz
uczynność;1;cech
udamawianie;1;czy
udanie;1;zdarz
udanie;2;czy
udanie się;1;zdarz
udanie się;2;zdarz
udanie się;3;zdarz
udar;1;prc
udar;2;prc
udar cieplny;1;prc
udar słoneczny;1;prc
udaremnianie;1;czy
udaremnienie;1;zdarz
udarność;1;zj
udatność;1;cech
udawacz;1;os
udawaczka;1;os
udawanie;1;czy
udawanie;2;czy
udawanie;3;czy
udawanie się;1;czy
udekorowanie;1;zdarz
udeptanie;1;zdarz
udeptywanie;1;czy
uderzanie;1;czy
uderzanie;2;czy
uderzanie;3;czy
uderzanie;4;czy
uderzanie;5;czy
uderzanie;6;st
uderzanie;7;czy
uderzanie;8;czy
uderzanie do dziewczyny;1;czy
uderzanie się;1;czy
uderzanie się;2;czy
uderzanie w gaz;1;czy
uderzanie w konkury;1;czy
uderzenie;1;zdarz
uderzenie;2;zdarz
uderzenie;3;zdarz
uderzenie;4;zdarz
uderzenie;5;zdarz
uderzenie;6;zdarz
uderzenie;7;zdarz
uderzenie;8;zdarz
uderzenie;9;zdarz
uderzenie;10;zdarz
uderzenie;11;zj
uderzenie;12;wytw
uderzenie;13;zj
uderzenie;14;zdarz
uderzenie;15;zdarz
uderzenie do dziewczyny;1;zdarz
uderzenie do panny;1;zdarz
uderzenie się;1;zdarz
uderzenie się;2;zdarz
uderzenie w gaz;1;zdarz
uderzenie w konkury;1;zdarz
udko;1;jedz
udławienie się;1;zdarz
udławienie się;2;zdarz
udo;1;czc
udobruchanie;1;zdarz
udogodnienie;1;st
udokumentowanie;1;zdarz
udomawianie;1;czy
udomowianie;1;czy
udomowienie;1;zdarz
udomowienie;2;prc
udoskonalanie;1;czy
udoskonalanie się;1;czy
udoskonalenie;1;zdarz
udoskonalenie;2;st
udoskonalenie się;1;zdarz
udostępnianie;1;czy
udostępnienie;1;zdarz
udowadnianie;1;czy
udowodnienie;1;zdarz
udój;1;il
udój;2;czy
udramatyzowanie;1;zdarz
udrapowanie;1;zdarz
udręczanie;1;czy
udręczenie;1;zdarz
udręczenie;2;czuj
udręczenie;3;czuj
udręka;1;czuj
udręka;2;czuj
udrożnianie;1;czy
udrożnienie;1;zdarz
uduchawianie;1;czy
uduchowienie;1;zdarz
uduchowienie;2;czuj
uduszenie;1;zdarz
uduszenie;2;zdarz
uduszenie się;1;zdarz
uduszenie się;2;zdarz
udział;1;il
udział;2;st
udziałowiec;1;os
udzianie;1;zdarz
udziąsłowienie;1;zj
udziec;1;jedz
udzielanie;1;czy
udzielanie;2;czy
udzielanie;3;czy
udzielanie akredytacji;1;czy
udzielanie informacji;1;czy
udzielanie kredytu;1;czy
udzielanie odpowiedzi;1;czy
udzielanie pomocy;1;czy
udzielanie rozgrzeszenia;1;czy
udzielanie się;1;czy
udzielanie się;2;czy
udzielanie spowiedzi;1;czy
udzielanie wypowiedzi;1;czy
udzielenie;1;zdarz
udzielenie;2;zdarz
udzielenie;3;zdarz
udzielenie akredytacji;1;zdarz
udzielenie informacji;1;zdarz
udzielenie kredytu;1;zdarz
udzielenie odpowiedzi;1;zdarz
udzielenie pomocy;1;zdarz
udzielenie rady;1;zdarz
udzielenie rozgrzeszenia;1;zdarz
udzielenie się;1;zdarz
udzielenie spowiedzi;1;zdarz
udzielenie wypowiedzi;1;zdarz
udziwnianie;1;czy
udziwnienie;1;zdarz
udźwięcznianie;1;czy
udźwięcznienie;1;zdarz
udźwięcznienie;2;zj
udźwig;1;cech
udźwig;2;il
udźwignięcie;1;zdarz
udźwignięcie;2;zdarz
UE;1;wytw
ued;1;msc
uefektywnianie;1;czy
uefektywnienie;1;zdarz
uelastycznianie;1;czy
uelastycznianie;2;czy
uelastycznienie;1;zdarz
uelastycznienie;2;zdarz
ufanie;1;st
ufanie;2;st
ufarbowanie;1;zdarz
ufetowanie się;1;zdarz
ufność;1;czuj
ufność;2;czuj
ufo;1;wytw
UFO;2;wytw
ufolog;1;os
ufologia;1;umy
ufoludek;1;os
uformowanie;1;zdarz
uformowanie;2;zdarz
uformowanie;3;zdarz
uformowanie się;1;zdarz
uformowanie się;2;zdarz
uformowanie się;3;zdarz
ufortyfikowanie;1;zdarz
ufortyfikowanie się;1;zdarz
ufryzowanie;1;zdarz
ufundowanie;1;zdarz
ufundowanie;2;zdarz
ugadanie się;1;zdarz
ugadanie się;2;zdarz
ugadywanie się;1;czy
uganianie się;1;czy
uganianie się;2;czy
uganianie się;3;czy
uganianie się;4;czy
uganianie się;5;czy
ugarnirowanie;1;zdarz
ugaszczanie;1;czy
ugaszenie;1;zdarz
ugier;1;wytw
ugięcie;1;zdarz
ugięcie;2;zdarz
ugięcie się;1;zdarz
ugięcie się;2;zdarz
ugięcie się;3;zdarz
uginanie;1;czy
uginanie;2;czy
uginanie się;1;czy
uginanie się;2;czy
uginanie się;3;czy
ugładzanie;1;czy
ugładzenie;1;zdarz
ugłaskanie;1;zdarz
ugłaskanie;2;zdarz
ugłaskiwanie;1;czy
ugłaskiwanie;2;czy
ugniatanie;1;czy
ugniatanie;2;czy
ugniatarka;1;wytw
ugniecenie;1;zdarz
ugniecenie;2;zdarz
ugoda;1;por
ugodowiec;1;os
ugodowość;1;cech
ugodzenie;1;zdarz
ugodzenie;2;zdarz
ugodzenie;3;zdarz
ugorek;1;msc
ugoszczenie;1;zdarz
ugotowanie;1;zdarz
ugotowanie się;1;zdarz
ugotowanie się;2;zdarz
ugór;1;msc
ugruntowanie;1;zdarz
ugruntowanie się;1;zdarz
ugruntowywanie;1;czy
ugruntowywanie się;1;czy
ugrupowanie;1;zdarz
ugrupowanie;2;grp
ugrupowanie;3;grp
ugrupowanie;4;grp
ugrupowanie się;1;zdarz
ugrupowywanie;1;czy
ugrupowywanie się;1;czy
ugryzienie;1;zdarz
ugryzienie;2;zdarz
ugryzienie się w język;1;zdarz
ugrzęźnięcie;1;zdarz
ugrzęźnięcie;2;zdarz
ugrzęźnięcie;3;zdarz
uhla;1;zw
uhonorowanie;1;zdarz
uhonorowanie;2;zdarz
uhonorowanie;3;zdarz
uiszczanie;1;czy
uiszczanie się;1;czy
uiszczenie;1;zdarz
uiszczenie się;1;zdarz
ujadanie;1;czy
ujadanie;2;czy
ujarzmianie;1;czy
ujarzmianie;2;czy
ujarzmianie;3;czy
ujarzmienie;1;zdarz
ujarzmienie;2;zdarz
ujarzmienie;3;zdarz
ujawnianie;1;czy
ujawnianie;2;czy
ujawnianie się;1;czy
ujawnianie się;2;czy
ujawnianie się;3;czy
ujawnienie;1;zdarz
ujawnienie;2;zdarz
ujawnienie się;1;zdarz
ujawnienie się;2;zdarz
ujawnienie się;3;zdarz
ujebanie;1;zdarz
ujechanie;1;zdarz
ujechanie się;1;zdarz
ujednolicanie;1;czy
ujednolicanie się;1;czy
ujednolicenie;1;zdarz
ujednolicenie;2;zdarz
ujednolicenie się;1;zdarz
ujedzenie;1;zdarz
ujemna entropia;1;umy
ujemność;1;cech
ujemność;2;umy
ujemny kąt;1;umy
ujeżdżacz;1;os
ujeżdżalnia;1;msc
ujeżdżanie;1;czy
ujeżdżanie;2;czy
ujeżdżanie;3;czy
ujeżdżenie;1;zdarz
ujeżdżenie;2;zdarz
ujeżdżenie;3;zdarz
ujęcie;1;zdarz
ujęcie;2;zdarz
ujęcie;3;zdarz
ujęcie;4;zdarz
ujęcie;5;zdarz
ujęcie;6;zdarz
ujęcie;7;umy
ujęcie;8;wytw
ujęcie;9;czy
ujęcie się;1;zdarz
ujęcie wodne;1;msc
ujęcie wody;1;msc
ujęcie za serce;1;zdarz
ujma;1;czuj
ujmowanie;1;czy
ujmowanie;2;czy
ujmowanie;3;czy
ujmowanie;4;czy
ujmowanie;5;czy
ujmowanie;6;czy
ujmowanie się;1;czy
ujrzenie;1;zdarz
ujrzenie się;1;zdarz
ujrzenie światła dziennego;1;zdarz
ujście;1;zdarz
ujście;2;zdarz
ujście;3;zdarz
ujście;4;rz
ujście;5;msc
ujście pochwy;1;czc
ujście rzeki;1;msc
ukamienowanie;1;zdarz
ukaranie;1;zdarz
ukartowanie;1;zdarz
ukaz;1;por
ukaz;2;por
ukazanie;1;zdarz
ukazanie;2;zdarz
ukazanie się;1;zdarz
ukazanie się;2;zdarz
ukazanie się drukiem;1;zdarz
ukazanie się w druku;1;zdarz
ukazywanie;1;czy
ukazywanie;2;czy
ukazywanie się;1;czy
ukazywanie się;2;st
ukąszenie;1;zdarz
ukąszenie;2;zj
UKF;1;zj
ukierunkowanie;1;zdarz
ukierunkowywanie;1;czy
ukiszenie się;1;zdarz
uklasycznianie;1;czy
uklasycznienie;1;zdarz
ukleja;1;zw
uklejka;1;zw
uklepanie;1;zdarz
uklepywanie;1;czy
uklęknięcie;1;zdarz
układ;1;st
układ;2;wytw
układ;3;grp
układ;4;por
układ;5;zwz
układ;6;czc
układ adaptacyjny;1;wytw
układ brzeżny;1;czc
układ chłodzenia;1;wytw
układ chłonny;1;czc
układ ciała;1;cech
układ cyfrowy;1;wytw
układ dokrewny;1;czc
układ dwójkowy;1;umy
układ dynamiczny;1;umy
układ dziesiątkowy;1;umy
układ dziesiętny;1;umy
układ ekologiczny;1;st
układ elektroniczny;1;wytw
układ elektryczny;1;wytw
układ fizyczny;1;zj
układ funkcjonalny;1;pos
układ graficzny;1;grp
układ gwiazd;1;rz
układ heterogeniczny;1;zj
układ immunologiczny;1;czc
układ jezdny;1;wytw
układ kalkulacyjny;1;pos
układ kart;1;zwz
układ kierowniczy;1;wytw
układ klawiatury;1;umy
układ kostny;1;czc
układ krążenia;1;czc
układ krwionośny;1;czc
układ limbiczny;1;czc
układ limfatyczny;1;czc
układ mechaniczny;1;wytw
układ metryczny;1;wytw
