lemma;domain;distance
neuropsycholog;os;9
neurotyk;os;8
neutralista;os;7
niania;os;8
niańka;os;8
niby-człowiek;os;3
nic;os;6
nicień;zw;5
nicpoń;os;5
Niderlandczyk;os;6
niebieski ptak;os;7
niebiosa;os;3
nieboga;os;7
nieborak;os;6
nieborak;zw;8
niebożę;os;7
niechluj;os;6
niechrześcijanin;os;6
niecierpliwiec;os;8
niecnota;os;6
nieczłowiek;os;3
niedbaluch;os;5
niedobitek;os;8
niedojadek;os;7
niedojda;os;6
niedołęga;os;6
niedołęga;os;8
niedorajda;os;8
niedorostek;os;7
niedouk;os;5
niedowiarek;os;7
niedzielny kierowca;os;6
niedźwiadek;zw;5
niedźwiedź;os;7
niedźwiedź;zw;8
niedźwiedź amerykański;zw;9
niedźwiedź biały;zw;9
niedźwiedź brunatny;zw;9
niedźwiedź czarny;zw;9
niedźwiedziątko;zw;5
niedźwiedziówka;zw;9
niedźwiedź jaskiniowy;zw;9
niedźwiedź malajski;zw;9
niedźwiedź morski;zw;10
niedźwiedź polarny;zw;9
niedźwiedź szary;zw;10
niefachowiec;os;5
niegodziwiec;os;7
niejadek;os;7
niekatolik;os;6
niekonformista;os;7
niełaz;zw;6
nieletni;os;5
nielot;zw;7
nielot Owena;zw;10
Niemiec;os;6
niemota;os;6
niemowa;os;7
niemowa;os;8
niemowlak;os;7
niemowlę;os;7
niemrawiec;os;7
niemrawiec;zw;9
niemrawiec cejloński;zw;10
niemrawiec indyjski;zw;10
niemrawiec malajski;zw;10
niemrawiec pospolity;zw;10
niemrawiec prążkowany;zw;10
niemrawiec żółtogłowy;zw;10
niemy;os;8
nienawistnik;os;9
nienormalny;os;9
niepełnoletni;os;5
niepełnosprawny;os;7
niepijący;os;5
niepiśmienny;os;8
niepodległościowiec;os;7
niepracujący;os;5
nieprofesjonalista;os;5
nieproszony gość;os;6
nieprzyjaciel;os;6
nieprzyjaciel;zwz;4
niepylak;zw;9
niepylak apollo;zw;10
nierób;os;6
nierozłączka;zw;9
nierządnica;os;10
nierządnik;os;7
nieślubna;os;8
nieślubny;os;6
niesłyszący;os;8
niespecjalista;os;6
niesporczak;zw;5
niestrzęp głogowiec;zw;8
nieświszczuk;zw;9
nieszczęśliwiec;os;6
nieszczęśnik;os;6
nieszporek;zw;8
nieszporek trawny;zw;8
nietoperz;zw;8
nietoperze owadożerne;sys;6
nietzscheanista;os;8
nieudacznik;os;7
nieuk;os;7
nieuleczalnie chory;os;7
nieułomek;os;8
niewdzięcznik;os;8
niewiasta;os;7
niewidomy;os;8
niewierny;os;6
niewierny Tomasz;os;7
niewiniątko;os;9
niewolnik;os;6
niewykastrowany samiec;zw;5
niezamężna;os;7
niezdara;os;8
niezgrabiasz;os;9
niezguła;os;6
nieznajomy;os;5
nieżonaty;os;7
nihilista;os;7
nihilista;os;8
nikczemnik;os;7
nikt;os;6
nimfa;os;4
nimfa wodna;os;5
nimfetka;os;8
nioska;zw;9
niskociśnieniowiec;os;7
niszczuka;zw;7
niszczuka długonosa;zw;8
niszczyciel;os;6
niter;os;7
nitkowiec ludzki;zw;6
nitownik;os;6
nitrobakteria;zw;4
nitrozobakteria;zw;4
niuchacz;zw;3
niunia;os;7
nizaryta;os;7
niziołek;os;3
NN;os;4
nobil;os;6
nobil;os;9
noblista;os;9
nocek;zw;9
nocek Bechsteina;zw;10
nocek Brandta;zw;10
nocek duży;zw;10
nocek łydkowłosy;zw;10
nocek Natterera;zw;10
nocek orzęsiony;zw;10
nocek rudy;zw;10
nocek wąsatek;zw;10
noclegowicz;os;5
nocnica;os;4
nocnicówka;zw;9
nocny marek;os;5
noga;os;7
noktambulik;os;7
noktambulista;os;7
Noldor;os;6
nomada;os;6
nomarcha;os;11
nomenclator;os;7
nomenklator;os;7
nomenklatura;grp;4
nominalista;os;8
nominat;os;6
nonet;grp;4
nonkonformista;os;10
nonkonformista;os;7
norbertanin;os;10
nordyk;os;7
norka;zw;5
norka amerykańska;zw;6
norka europejska;zw;6
normalizator;os;6
normatywista;os;7
normatywista;os;8
nornica;zw;9
nornica ruda;zw;10
nornik;zw;8
nornik;zw;9
nornik bury;zw;10
nornik północny;zw;10
nornik śnieżny;zw;10
norówka wielkorówninna;zw;9
Norweg;os;6
nosacz;zw;10
nosiciel;os;5
nosiciel cechy;cech;5
nosiłkowy;os;6
nosiwoda;os;4
nosorożec;zw;8
noszowy;os;10
notabl;os;5
notariat;zwz;5
notariusz;os;7
notariusz;os;9
nowator;os;7
nowa twarz;os;6
nowa twarz;os;7
nowe liceum;zwz;8
nowelista;os;9
nowelizator;os;6
nowicjusz;os;6
nowicjusz;os;9
nowinkarz;os;7
nowobogacki;os;6
nowochrzczeniec;os;10
nowofalowiec;os;9
nowofundland;zw;8
nowofundlandczyk;zw;8
nowojorczyk;os;7
noworodek;os;8
nowosądeczanin;os;8
nowotarżanin;os;7
nowożeńcy;grp;4
nowożeniec;os;7
nowy;os;5
nożownik;os;6
nożownik;os;8
nudysta;os;7
nudziara;os;7
nudziarz;os;7
nukleonik;os;8
numer;os;7
numerant;os;7
numerolog;os;8
numerowy;os;8
numerowy;os;9
numizmatyk;os;8
numulit;zw;5
nuncjatura;msc;5
nuncjatura;zwz;6
nuncjusz;os;7
nupturient;os;7
nur;zw;8
nurek;os;7
nurek głębionwy;os;8
nurnik;zw;9
nurogęś;zw;9
nurzaniec;zw;9
nurzaniec błotny;zw;10
nurzaniec iberyjski;zw;10
nurzaniec kaukaski;zw;10
nurzyk;zw;9
nutria;zw;5
nuworysz;os;6
nygus;os;6
obcokrajowiec;os;5
obcoplemieniec;os;5
obcy;os;3
obcy;os;4
obdartus;os;7
obdrapaniec;os;7
obdzierca;os;6
ober;os;9
oberlejtnant;os;9
oberpolicmajster;os;6
oberwaniec;os;7
oberża;msc;8
oberżysta;os;5
obibok;os;6
obiektywista;os;7
obiektywista;os;8
obieżyświat;os;8
obipięta;os;7
objaśniacz;os;6
objawiciel;os;7
obłąkaniec;os;9
oblat;os;10
oblat;os;7
oblat;os;9
oblatywacz;os;7
obławnik;os;6
obleniec;zw;5
obliczeniowiec;os;10
obligatariusz;os;3
oblubienica;os;8
oblubieniec;os;6
obłudnik;os;8
oboista;os;10
obóz;grp;2
obóz;grp;3
obozowicz;os;6
obrażalski;os;9
obraziciel;os;6
obraziciel;os;7
obraźnik;os;7
obrazoburca;os;7
obrona;os;3
obrońca;os;3
obrońca;os;7
obrońca;os;9
obrońca z urzędu;os;4
obroniciel;os;10
obryzg;zw;8
obryzg świerkowiec;zw;9
obryzg szkółkowiec;zw;9
obrzępała;os;7
obrzezaniec;os;6
obrzydliwiec;os;7
obsada;grp;3
obserwant;os;11
obserwator;os;6
obsesjonat;os;5
obsesjonat;os;9
obsesjonista;os;5
obsesjonista;os;9
obskurant;os;8
obsługa;grp;4
obstawa;grp;5
obstrukcjonista;os;6
obszarnik;os;4
obszarpaniec;os;7
obunóg;zw;7
obuwnik;os;8
obwieś;os;6
obwieściciel;os;7
obyczajówka;zwz;5
obywatel;os;6
obywatel;os;7
obywatel świata;os;7
obywatel ziemski;os;3
obżarciuch;os;7
obżartuch;os;7
oceanograf;os;8
oceanolog;os;8
ocelot;zw;7
ochlajtus;os;6
ochlaptus;os;6
ochlapus;os;6
ochmistrz;os;11
ochmistrz;os;6
ochmistrzowa;os;8
ochotnik;os;5
ochotnik;os;9
ochrana;zwz;5
ochrona;grp;5
ochroniarz;os;7
ochronka;msc;4
ochweśnik;os;7
ociemniały;os;9
octówka;zw;9
ocynkownia;msc;7
oczajdusza;os;5
oczerniciel;os;7
oczko;os;6
oczlik;zw;7
oczyszczalnia ścieków;msc;7
odaliska;os;10
odbijacz;os;8
odbiorca;os;5
odchył;os;8
odchyleniec;os;8
oddawca;os;4
oddział;grp;3
oddział;grp;6
oddział;msc;4
oddział boczny;grp;7
oddział czat;grp;7
oddział doborowy;grp;5
oddział frontowy;grp;7
oddział gospodarczy;grp;7
oddział liniowy;grp;7
oddział lotniczo-techniczny;grp;7
oddział ochotniczy;grp;6
oddziałowy;os;7
oddział przedni;grp;7
oddział przeprawowy;grp;7
oddział rajdowy;grp;7
oddział rozpoznawczy;grp;7
oddział samoobrony;grp;7
oddział służby zdrowia;grp;7
oddział szturmowy;grp;7
oddział torujący;grp;7
oddział tylny;grp;7
oddział tyłowy;grp;7
oddział wojsk łączności;grp;5
oddział wydzielony;grp;7
oddział zabezpieczenia ruchu;grp;7
oddział zaporowy;grp;7
odeon;grp;5
odkrywca;os;5
odkupiciel;os;10
odłam;grp;2
odlewacz;os;6
odlewacz;os;8
odlewacz;os;9
odlewalnia;msc;7
odlewca;os;6
odlewnia;msc;7
odlewnik;os;9
odlewnik kokilowy;os;10
odludek;os;5
odmieniec;os;6
odmieniec amerykański;zw;8
odmieniec jaskiniowy;zw;8
odnalazca;os;5
odnowiciel;os;9
odonata;zw;9
odontolog;os;9
odpowiedniczka;os;7
odprzedawca;os;6
odrapaniec;os;7
odrzyskóra;os;7
odsalarnia;msc;7
odsiarczalnia;msc;7
odsiecz;grp;3
odsprzedawca;os;6
odstępca;os;5
odszczepieniec;os;5
odtwórca;os;3
odtwórca;os;7
odwach;grp;7
odważniak;os;7
odwetowiec;os;9
odwód;grp;7
odwykowiec;os;7
odyniec;zw;5
odzierca;os;6
odzierca;os;8
odźwierny;os;5
oferent;os;2
oferma;os;6
ofiara;os;6
ofiara;os;7
ofiara losu;os;7
ofiarnik;os;6
ofiarnik;os;7
ofiarodawca;os;5
oficer;os;7
oficer flagowy;os;6
oficer liniowy;os;8
oficer marynarki;os;9
oficer nawigacyjny;os;10
oficer ogniowy;os;8
oficer policji;os;8
oficer pożarnictwa;os;8
oficer radiooperator;os;8
oficer straży pożarnej;os;8
oficer żeglugi;os;8
oficjał;os;10
oficjał;os;11
oficjał;os;9
oficjalista;os;10
oficjalista;os;8
oficjel;os;9
oficyna;zwz;5
oftalmolog;os;10
ogar;zw;9
ogar polski;zw;10
ogier;os;8
ogier;zw;6
ogierek;zw;7
oglądacz;os;5
oglądacz;os;8
ogłodek;zw;8
ogłoszeniodawca;os;5
ognica;zw;9
ognik;os;4
ogniomistrz;os;8
ognisko;msc;4
ognisko domowe;grp;3
ognisko rodzinne;grp;3
ogólniak;umy;7
ogon;os;8
ogończa;zw;10
ogończyk;zw;8
ogoniatka;zw;5
ogonkowicz;os;5
ogorzałka;zw;9
ogr;zw;3
ogrodnik;os;9
ogrzewnik;os;7
ogrzewnik;os;9
ojciec;os;6
ojciec;os;7
ojciec;os;8
ojciec biologiczny;os;8
ojciec chrzestny;os;6
ojciec chrzestny;os;8
ojciec duchowny;os;8
ojciec naturalny;os;9
Ojciec Święty;os;6
ojcobójca;os;10
ojcowie;zwz;2
Ojcowie Kościoła;grp;2
ojczym;os;8
ojczyste progi;zwz;4
ojczyzna;zwz;4
okaz;st;3
okaziciel;os;3
okcydentalista;os;8
okeanida;os;5
okleiniarz;os;8
oknówka;zw;9
okolica;grp;2
okoń;zw;9
okręgówka;grp;3
okrętowiec;os;8
okruszek;os;7
okrutnik;os;7
oksfordczyk;os;6
oktet;grp;4
okularnik;os;6
okularnik;zw;10
okulista;os;10
okultysta;os;5
okupant;grp;6
olbrzym;os;3
olbrzym;os;7
olbrzym;zw;4
oldboj;os;6
oldboj;os;7
oleica;os;8
olejarnia;msc;8
olifant;zw;3
oligarcha;os;6
oligarchia;grp;3
olimpijczyk;os;7
olimpijczyk;os;8
oliwa;os;6
olkuszanin;os;7
olsztynianin;os;7
omacnica;zw;9
ombudsman;os;5
omnibus;os;6
omomiłek;zw;7
omul;zw;9
omul bajkalski;zw;9
omułek;zw;7
onanista;os;6
ondyna;os;7
onkolog;os;10
onomasta;os;9
ontolog;os;8
opas;zw;5
opat;os;6
opatrzność;os;3
opcja;zwz;3
opera;zwz;4
operacjonista;os;8
operator;os;10
operator;os;8
operator dźwigu;os;9
operator filmowy;os;9
operator kamery;os;8
operator wagonowy;os;9
operetka;zwz;6
opętaniec;os;10
opętaniec;os;6
opętany;os;10
opieka zdrowotna;zwz;5
opiekun;os;5
opiekun;os;8
opiekunka do dziecka;os;7
opiekuństwo;zwz;4
opieszalec;os;6
opijus;os;5
opilca;os;5
opilec;os;5
opiniodawca;os;7
opiniotwórca;os;6
opiumista;os;8
opluwacz;os;8
opój;os;5
opolanin;os;7
opolnik;zw;8
oponent;os;5
oportunista;os;7
opos;zw;6
opowiadacz;os;8
opozycja;grp;2
opozycja parlamentarna;grp;3
opozycjonista;os;6
opozycjonista;os;9
oprawca;os;10
oprawca;os;8
oprowadzacz;os;6
oprych;os;7
opryszek;os;7
optant;os;7
optyk;os;6
optyk;os;8
optymat;os;9
optymista;os;7
oracz;os;9
orangutan;zw;4
oranżysta;os;10
oranżysta;os;9
orator;os;8
oratorianie;grp;4
oratorianin;os;6
orda;msc;8
ordynans;os;7
ordynariat;zwz;5
ordynariusz;os;10
ordynat;os;3
ordynator;os;7
ordyniec;os;7
ordynus;os;6
oreada;os;5
orędownik;os;6
orfa;zw;10
orfik;os;8
organ;zwz;3
organiarz;os;6
organik;os;8
organiścina;os;8
organista;os;10
organista;os;5
organizacja;grp;1
organizacja charytatywna;msc;3
organizacja harcerska;grp;2
organizacja międzynarodowa;zwz;2
organizacja polityczna;grp;2
organizacja religijna;zwz;2
organizacja społeczna;grp;2
organizacja terrorystyczna;grp;2
organizacja wojskowa;zwz;2
organizator;os;7
organmistrz;os;6
organomistrz;os;6
organ prawodawczy;grp;5
organ spółki;pos;4
organ władzy;grp;4
orientalista;os;8
ork;os;3
ork;os;4
orka;zw;9
orka fałszywa;zw;9
orka karłowata;zw;9
orkiestra;grp;4
orkiestra dęta;grp;5
orkiestra kameralna;grp;5
orkiestrant;os;6
orkiestra symfoniczna;grp;5
orkiestrator;os;10
orkiestra wojskowa;grp;5
orlątko;zw;6
orlę;os;7
orlę;zw;6
orleń pospolity;zw;10
orlik;zw;6
orlik grubodzioby;zw;8
orłoryb;zw;7
orłosęp;zw;6
orłosęp brodaty;zw;6
Ormianin;os;6
ormowiec;os;7
ORMO-wiec;os;7
ornitolog;os;9
ornitopod;zw;6
orszak;grp;2
orszak;grp;4
orszak żałobny;grp;3
ortodoks;os;8
ortodoksa;os;8
ortodonta;os;10
ortolan;zw;8
ortopeda;os;10
ortopeda;os;6
oryginał;os;7
oryks;zw;7
oryks arabski;zw;8
oryks południowy;zw;8
oryks szablorogi;zw;8
oryks wschodnioafrykański;zw;8
oryl;os;10
orzeł;os;6
orzeł;zw;7
orzesznica;zw;9
osa;zw;7
osacznik;os;6
osada;grp;2
osada;grp;5
osadnik;os;6
osadźca;os;7
osądziciel;os;8
osadzony;os;6
osesek;os;8
osiec korówkowy;zw;7
osiedle;grp;2
osiedleniec;os;6
osiemdziesięciolatek;os;8
osiemnastka;os;8
osiemnastolatek;os;7
osiemnastolatka;os;8
osiłek;os;6
osioł;os;8
osioł;zw;9
osioł patentowany;os;9
oskarżony;os;3
oskarżyciel;os;3
oskarżyciel posiłkowy;os;4
oskarżyciel prywatny;os;4
oskarżyciel publiczny;os;4
ośla głowa;os;8
oślica;os;7
oślica;zw;5
ośliczka;zw;7
ośliczka pospolita;rsl;8
ośliczka wodna;rsl;8
ośli łeb;os;8
osłomuł;zw;4
osłonica;zw;6
ośmioklasista;os;6
ośmiolatek;os;8
ośmiornica;zw;7
ósmoklasista;os;7
osnuja;zw;5
osoba;os;2
osoba;os;3
Osoba Boska;os;4
osoba duchowna;os;6
osoba fizyczna;os;2
osoba niepełnosprawna;os;7
osoba niepracująca;os;5
osoba prawna;os;2
osoba przystępująca do sakramentu;os;8
osoba trzecia;os;5
osobistość;os;5
osobnik;os;5
osobowe źródło informacji;os;7
osobowość;os;6
osobowość telewizyjna;os;5
ośrodek;zwz;3
ośródka;rz;6
ośródka wewnętrzna;rz;7
ośródka zewnętrzna;rz;7
ostatni mohikanin;os;8
osteopata;os;7
ostiariusz;os;7
ostracyzm;zdarz;5
ostrobok;zw;9
ostrobok europejski;zw;10
ostrobok pospolity;zw;10
ostrogon;zw;9
ostronos;zw;8
ostrowianin;os;7
ostryga;zw;7
ostrygojad;zw;8
ostrzyciel;os;9
oświatowiec;os;8
oświeceniowiec;os;7
oświeceniowiec;os;8
oświeciciel;os;11
oświeciciel;os;5
oświeciciel;os;7
oświęcimiak;os;8
oświęcimianin;os;7
oświetlacz;os;8
oświetleniowiec;os;8
oswobodziciel;os;10
oszczepnik;os;6
oszczepnik;os;7
oszczerca;os;8
oszołom;os;6
oszukaniec;os;6
oszust;os;6
otaku;os;9
otaria;zw;10
otoczenie;grp;2
otolaryngolog;os;10
otolog;os;11
otorynolaryngolog;os;10
otułek;zw;7
otwarta głowa;os;6
otwarty umysł;os;6
outsider;os;7
outsider;zw;10
owad;zw;6
owadożerca;zw;5
owad wodny;zw;7
owca;zw;5
owca wrzosówka;zw;6
owczarek;os;8
owczarek;zw;8
owczarek alzacki;zw;9
owczarek belgijski;zw;9
owczarek niemiecki;zw;9
owczarek nizinny polski;zw;9
owczarek podhalański;zw;9
owczarek szetlandzki;zw;9
owczarek szkocki;zw;9
owczarz;os;10
owieczka;os;10
owieczka;zw;5
owinnik;os;4
owocarnia;msc;7
owocarz;os;8
owocnica;zw;5
owocówka;zw;9
owodniowiec;zw;7
owsik;zw;6
ozdrowieniec;os;5
OZI;os;7
pacan;os;7
pachciarz;os;3
pacholę;os;10
pacholę;os;8
pachołek;os;8
paciorkowiec;zw;5
paciorkowiec zapalenia płuc;zw;6
pacjent;os;4
pacyfikator;os;10
pacyfista;os;7
pacykarz;os;6
paczka;grp;4
pączuś;os;7
padalec;os;8
padalec;zw;9
padlinożerca;zw;5
padyszach;os;7
pagrus;zw;9
pajac;os;6
pajac;os;7
pająk;zw;7
pajęczak;zw;6
pajęczarz;os;3
pajęczarz;os;7
pajuk;os;9
pakarz;os;7
paker;os;8
pąkla;zw;8
pakowacz;os;7
pała;os;7
palacz;os;4
palacz;os;7
paladyn;os;7
pałanka;zw;9
palant;os;7
palarnia;msc;8
palatyn;os;6
palatyn;os;7
palczak;zw;4
palczak madagaskarski;zw;5
pałeczka;zw;4
pałeczka dżumy;zw;5
pałeczka okrężnicy;zw;5
paleoantropolog;os;9
paleobotanik;os;9
paleograf;os;8
paleontolog;os;8
paleozoolog;os;9
palestra;grp;4
palestrant;os;4
Palestyńczyk;os;8
palia;zw;9
palinolog;os;9
paliwoda;os;7
paliwoda;os;8
pałkarz;os;7
pałkarz;os;8
pallotyn;os;10
palotyn;os;10
pałuba;os;8
pamflecista;os;8
pamiętnikarz;os;7
pampers;os;7
pan;os;3
Pan;os;3
pan;os;4
pan;os;5
pan;os;6
pan;os;9
pancerniak;os;7
pancernik;zw;8
pańcia;os;7
panczenista;os;7
panczenlama;os;8
panda;zw;8
pan domu;os;3
pandur;os;8
panegirysta;os;7
panek;os;6
panelista;os;10
panga;zw;9
pangermanista;os;9
pangolin;zw;9
pani;os;6
panicz;os;6
panicz;os;9
pani domu;os;7
panienka;os;10
panienka;os;8
panienka spod latarni;os;10
panikarz;os;7
paniusia;os;7
pan i władca;os;8
pank;os;6
pan młody;os;7
panna;os;8
panna do wzięcia;os;9
panna młoda;os;7
panna na wydaniu;os;9
panna w wieku poborowym;os;10
pannica;os;8
panopticum;msc;5
panoptikum;msc;5
panosza;os;7
panslawista;os;8
państwo;grp;2
państwo;grp;3
państwo;zwz;3
państwo autorytarne;grp;5
państwo demokratyczne;grp;5
państwo ludu;grp;7
państwo młodzi;grp;4
państwo opiekuńcze;umy;4
państwo policyjne;grp;5
państwo starożytne;msc;5
państwo totalitarne;grp;5
państwo unitarne;grp;5
państwowiec;os;7
państwo wyznaniowe;grp;5
państwo ze względu na formę rządów;grp;5
państwo ze względu na formę władzy;grp;4
państwo ze względu na głowę państwa;grp;5
państwo ze względu na relacje między organami państwowymi;grp;5
państwo ze względu na strukturę terytorialno-prawną;grp;4
państwo ze względu na swój potencjał polityczny, militarny i ekonomiczny;grp;4
państwo ze względu na system rządów;grp;5
państwo ze względu na zasady organizacji aparatu państwowego;grp;4
państwo złożone;grp;5
państwo związkowe;grp;6
pantarka;zw;8
panteista;os;8
pantera;zw;7
pantofel;os;8
pantoflarz;os;7
pantoflarz;os;8
pantomimista;os;5
panujący;os;4
papa;os;8
paparazzi;os;8
paparazzo;os;8
papiernia;msc;8
papiestwo;zwz;6
papież;os;6
papież awinioński;os;7
papirolog;os;8
papirusolog;os;8
papista;os;8
papla;os;7
paplacz;os;7
Papuas;os;7
papuga;os;4
papuga;os;7
papuga;zw;8
papuga żako;zw;8
papużka falista;zw;9
papużki nierozłączki;grp;3
par;os;6
par;os;8
para;grp;2
para;grp;3
parabank;zwz;4
parafianin;os;9
paralityk;os;7
paralotniarz;os;7
paramedyk;os;8
paranoik;os;10
paranoik;os;6
parantela;grp;2
paraolimpijczyk;os;8
paraplegik;os;8
parapsycholog;os;5
parasolnik;os;6
parazytolog;os;8
pardwa;zw;8
parecznik;zw;7
paremiolog;os;9
parias;os;6
parias;os;7
park etnograficzny;msc;5
parkieciarz;os;9
parkiet;msc;5
parkingowy;os;10
parkowy;os;10
parlament;grp;2
parlament;zwz;6
parlamentariusz;os;7
parlamentarzysta;os;7
Parlament Europejski;grp;7
parnas;grp;4
parnasista;os;9
parobas;os;6
parobek;os;8
paroch;os;6
parodysta;os;5
parodysta;os;8
parolatek;os;8
parr;zw;10
Pars;os;6
parszywa owca;os;7
parszywiec;os;9
Part;os;8
partacz;os;5
partia;grp;2
partia;os;6
partia;zwz;3
Partia;zwz;5
partia kanapowa;grp;4
partner;os;4
partner;os;5
partner;os;6
partner;os;7
partnerka;os;7
partycypant;os;6
partyjniak;os;7
partyjny;os;7
partykularysta;os;7
partyzant;os;6
partyzant;os;7
partyzant;os;8
parulatek;os;8
parweniusz;os;6
paryżanin;os;7
parzydełkowiec;zw;6
pasamonik;os;6
pasażer;os;4
paser;os;7
pasibrzuch;os;8
pasibrzuch;cech;8
pasieka;msc;8
pasierb;os;11
pasierbica;os;10
pasikonik;zw;6
pasjonat;os;6
pasjonat;os;8
pasjonista;os;10
paskarz;os;8
paskówka;zw;9
paskudnik;os;8
paskudziarz;os;7
pasmanteria;msc;6
pasożyt;os;7
pastel;zw;6
pastelista;os;10
pasterz;os;8
pasterz;os;9
pastor;os;8
pastorostwo;grp;4
pastorowa;os;8
pastuch;os;9
pastuszek;os;7
pasza;os;10
paszczak;zw;3
paszczak;zw;8
paszczak australijski;zw;9
paszczak marmurkowy;zw;9
paszczak papuaski;zw;9
paszkot;zw;8
paszkwilant;os;8
patałach;os;6
pątnik;os;7
patofizjolog;os;9
patolog;os;10
patomorfolog;os;9
patriarcha;os;10
patriarcha;os;11
patriarcha;os;7
patriarcha;os;8
patriota;os;7
patrol;grp;5
patrolowiec;os;7
patron;os;6
patron;os;8
patron;os;9
patrycjusz;os;7
patrycjusz;os;8
patyczak;zw;7
patyk;os;7
paulicjanin;os;9
paulin;os;10
pauper;os;6
pauper;os;8
paw;zw;7
pawężnik;os;9
pawian;zw;10
pawian płaszczowy;zw;11
pawian zielony;zw;11
pawica;zw;5
pawica;zw;9
paź;os;8
pazurkowiec;zw;10
pazurnica;zw;5
paź żeglarz;zw;9
pchełka;zw;9
pchełka ziemna;zw;5
pchła;zw;8
pchlarz;zw;5
pęcherzowiec;zw;5
pechowiec;os;7
pedagog;os;8
pedagog;os;9
pedał;os;8
pedalarz;os;8
pedalstwo;grp;3
pedant;os;7
pedel;os;9
pederasta;os;8
pediatra;os;10
pedicurzysta;os;7
pedikiurzysta;os;7
pedikiurzystka;os;8
pedofil;os;7
pędrak;os;7
pędrak;zw;5
pędzarnia;msc;7
pedzio;os;8
pędziwiatr;os;6
peeselowiec;os;10
pegeer;msc;8
pejzażysta;os;9
Pekaes;zwz;7
pekińczyk;zw;8
peleton;grp;2
pelikan;zw;8
pelikan baba;zw;9
pelikan kędzierzawy;zw;9
pelikan różowy;zw;9
pełniący obowiązki;os;6
pełnoletni;os;6
pełnomocnik;os;5
peltasta;os;8
pełzacz;zw;8
penata;os;5
penaty;os;4
Penitencjaria Apostolska;zwz;5
penitencjariusz;os;9
penitencjarz;os;9
penitent;os;9
pensja;msc;4
pensjonariusz;os;5
peon;os;9
peowiec;os;12
peowiec;os;9
pępek świata;os;7
Pepiczek;os;7
Pepik;os;7
percepcjonista;os;7
perfekcjonista;os;9
performer;os;8
perfumeria;msc;6
perfumiarz;os;9
pergaminnik;os;7
perkoz;zw;8
perkozek;zw;9
perkozek białoskrzydły;zw;10
perkoz grubodzioby;zw;9
perkusista;os;10
perła;os;6
perlica;zw;8
perliczka;zw;8
perłopław;zw;7
perłowiec;zw;9
peronista;os;9
Pers;os;7
pers;zw;7
persona;os;4
persona;os;6
personalista;os;8
personel;grp;3
personifikacja;st;3
perszeron;zw;10
perukarz;os;6
perukarz;zw;9
perypatetyk;os;7
perypatetyk;os;8
pestkojad;zw;9
pesymista;os;7
pętaczyna;os;6
pętak;os;6
pętak;os;7
petent;os;4
petetekowiec;os;6
pętówka babienica;zw;9
pętówka iberyjska;zw;9
petrel;zw;8
petrochemik;os;9
petrograf;os;7
petyhorzec;os;8
pewniak;os;6
pgr;msc;8
phreak;os;4
phreaker;os;4
pianista;os;10
piarowiec;os;6
piaskarka algierska;zw;9
piaskarka hiszpańska;zw;9
piaskarz;os;7
piaskownia;msc;9
piastun;os;7
piastunka;os;9
piąta woda po kisielu;os;9
piątkowicz;os;7
piątoklasista;os;7
piccolo;os;9
picownik;os;7
picuś glancuś;os;8
picz;os;9
picza;os;9
piczka;os;8
pięćdziesięciolatek;os;6
piechociarz;os;7
piechota;grp;6
piechota łanowa;grp;7
piechota morska;grp;7
piechota wybraniecka;grp;7
piechota zmotoryzowana;grp;7
piechur;os;7
pięcioboista;os;7
pięciolatek;os;9
piecuch;os;5
piecuch;os;6
piecuszek;zw;9
pieczarkarz;os;12
pieczeniarz;os;7
pieczętarz;os;11
piędzik przędziniak;zw;6
piegowaty;os;7
piegus;os;7
piegża;zw;8
piekarczyk;os;7
piekarnia;msc;6
piekarnia;msc;8
piekarz;os;7
piekarzowa;os;8
piekielnica;os;7
piekielnica;zw;9
piekielnik;os;7
piękniś;os;8
pięknisia;os;9
pięknoduch;os;8
piękność;os;7
pięknotka;os;8
pielęgniarz;os;8
pielęgnica;zw;7
pielęgniczka;zw;7
pielgrzym;os;7
pielgrzymka;grp;2
pielgrzymstwo;grp;2
pieniacz;os;9
pieprzojad;zw;8
pierdoła;os;7
pierdziel;os;8
pieriedwiżnik;os;10
pierścienica;zw;5
pierścienica jabłoniowa;zw;10
pierwiastka;zw;5
pierwiosnek;zw;9
pierwiosnek zwyczajny;zw;9
pierwogon;zw;7
pierwogonek;zw;7
pierwszak;os;7
pierwszoklasista;os;7
pierwszoligowiec;os;8
pierwszoroczniak;os;6
pierwszoroczny;os;6
pierwszy asystent kamery;os;9
pierwszy oficer;os;10
pierwszy sekretarz;os;7
Pierwszy Świat;grp;3
pies;os;8
pies;zw;6
piesak;zw;6
pięściarz;os;6
pies cięty;zw;8
piesek preriowy;zw;9
pies gończy;zw;8
piesiec;zw;6
pies łańcuchowy;zw;7
pies latający;zw;9
pies legawy;zw;8
pies morski;zw;10
pies myśliwski;zw;7
pieśniarz;os;10
pieśniarz;os;9
pies obrońca;zw;7
pies obrończy;zw;7
pies obronny;zw;7
pies ogrodnika;os;7
pies pasterski;zw;7
pies podwórzowy;zw;7
pies pokojowy;zw;7
pies policyjny;zw;7
pies ratowniczy;zw;7
pies wystawiający zwierzynę;zw;8
pies zaprzęgowy;zw;7
pieszczoch;os;7
pieszczoszek;os;7
pieszczoszka;os;8
pieszczotka;os;8
