lemma;domain;distance
pieszy;os;6
piętnastolatek;os;7
piętnastolatka;os;9
pietysta;os;11
piewca;os;7
Pigmej;os;6
pigmej;os;7
Pigmejczyk;os;6
pigmejka;zw;11
pigularz;os;7
pijący;os;4
pijak;os;5
pijalnia;msc;8
pijanica;os;5
pijany;os;5
pijar;os;10
pijawka;os;8
pijawka;zw;6
pijawka końska;zw;7
pijawka lekarska;zw;7
pijawka rybia;zw;7
pijus;os;5
pikador;os;7
pikieciarz;os;9
pikieta;grp;3
pikieta;grp;7
pikinier;os;8
piknikowicz;os;6
pikolak;os;9
pikolo;os;9
piła;os;7
piła;zw;9
pilarz;os;7
pilarz;zw;6
pilch;zw;9
piłkarz;os;6
piłkarz ręczny;os;7
pilot;os;7
pilot;os;8
pilot akrobatyczny;os;9
pilot doświadczalny;os;7
pilot oblatywacz;os;7
pilot wojskowy;os;9
pilśniarz;os;6
piłsudczyk;os;10
pilźnianin;os;7
pinakoteka;msc;6
pinczer;zw;8
pinczer austriacki;zw;9
pinczer karłowaty;zw;8
pinczer małpi;zw;9
pinczer średni;zw;9
pinda;os;9
pindzia;os;9
pingpongista;os;6
pingwin;zw;8
pionek;os;7
pionier;os;6
pionier;os;7
piórolotek;zw;9
piosenkarz;os;10
pipa;os;7
pipa;os;9
pirania;zw;7
pirat;os;6
pirat;os;7
pirat;os;8
pirat;os;9
pirat drogowy;os;7
pirat powietrzny;os;9
piroman;os;9
pirotechnik;os;8
pisarczyk;os;7
pisarczyk;os;9
pisarz;os;7
pisarz;os;8
pisarzyna;os;9
pisior;os;10
pisklak;zw;5
pisklątko;zw;5
pisklę;zw;5
piskorz;zw;9
pismaczyna;os;9
pismak;os;9
pisowiec;os;8
pisowiec;os;9
PiS-owiec;os;9
pistoleciarz;os;7
piszczek;os;11
pitagorejczyk;os;10
pitbul;zw;5
pitbulterier;zw;5
pitekantrop;os;6
piwiarnia;msc;9
piwnica;msc;9
piwniczanin;os;7
piwosz;os;5
piwowar;os;8
pizda;os;9
piździelec;os;7
piżmak;zw;5
piżmak amerykański;zw;5
piżmoszczur;zw;5
piżmowiec;zw;6
piżmowół;zw;7
pizzeria;msc;8
PKS;zwz;7
plackarnia;msc;9
placówka;zwz;5
placówka dyplomatyczna;msc;6
placowy;os;10
płaczek;os;7
plagiator;os;7
plakacista;os;10
płaksa;os;9
płaksa;zw;10
plamiak;zw;9
plamiec agreściak;zw;6
plan;msc;7
płanetnik;os;3
planetolog;os;10
planista;os;9
plantacja;msc;8
plantator;os;9
planula;zw;5
płaskonos;zw;8
płastuga;zw;9
plastyk;os;12
plastyk;os;8
płaszczak;rz;3
płaszczak;zw;8
płaszczka;zw;9
platana szponiasta;zw;9
platerówka;os;8
płatkarnia;wytw;8
płatkonóg;zw;8
płatkonóg płaskodzioby;zw;9
płatkonóg szydłodzioby;zw;9
płatkonóg trójbarwny;zw;9
płatnerz;os;6
płatnik;os;2
platończyk;os;9
platonik;os;9
pławikonik;zw;9
playboy;os;8
płaz;zw;7
płaziniec;zw;5
plażowicz;os;6
pleban;os;8
plebejusz;os;6
plebs;grp;3
plecionkarz;os;7
pleciuch;os;7
pleciuga;os;7
plejada;grp;4
plener;msc;7
plenerzysta;os;10
plenipotent;os;5
pleszka;zw;8
pleszka zwyczajna;zw;8
płetwal;zw;10
płetwal błękitny;zw;11
płetwal Bryde’a;zw;11
płetwal karłowaty;zw;11
płetwal równikowy;zw;11
płetwonurek;os;8
plezjozaur;zw;5
pliszka;zw;8
pliszka górska;zw;9
pliszka siwa;zw;9
pliszka żółta;zw;9
płoć;zw;9
płochacz;zw;8
plociuch;os;7
płomykówka;zw;8
płomykówka zwyczajna;zw;8
ploniarka zbożówka;zw;5
płotka;os;7
płotka;zw;9
plotkarz;os;6
płotkarz;os;8
plugawiec;os;8
plujka;zw;8
plujka pospolita;zw;8
pluralista;os;8
pluralista;os;9
pluskolec;zw;6
pluskwa;zw;8
pluskwiak;zw;7
pluskwiak równoskrzydły;zw;8
pluskwiak różnoskrzydły;zw;8
pluskwiak wodny;zw;8
pluszcz;zw;8
pluszcz zwyczajny;zw;8
plutokrata;os;6
pluton;grp;8
plutonowy;os;8
płytkarz;os;8
pływacz;rsl;7
pływacz;zw;10
pływacz drobny;rsl;8
pływacz krótkoostrygowy;rsl;8
pływacz mniejszy;rsl;8
pływacz pośredni;rsl;8
pływacz średni;rsl;8
pływacz szary;zw;10
pływacz zachodni;rsl;8
pływak;os;7
pływak żółtobrzeżek;zw;9
pneumokok;zw;6
pneumonolog;os;10
p.o.;os;6
poborca;os;10
poborowy;os;9
pobożniś;os;8
pobratymiec;os;6
pobudziciel;os;6
pochlebca;os;6
pochód;grp;3
pociecha;os;9
pocieszyciel;os;6
pociot;os;9
pociotek;os;9
poczciarz;os;8
poczciwiec;os;7
poczciwina;os;7
poczet;grp;3
poczet sztandarowy;grp;4
poczmistrz;os;7
poczta;zwz;3
poczta lotnicza;zwz;4
poczta polowa;zwz;4
pocztowiec;os;8
pocztylion;os;10
pocztylion;os;6
podatnik;os;3
podburzyciel;os;7
podchorążak;os;6
podchorążówka;umy;4
podchorąży;os;6
podczaszy;os;11
podczłowiek;os;6
poddany;os;6
poddany;os;7
poddostawca;zwz;5
poddzierżawca;os;4
podejrzany;os;2
podfruwajka;os;8
podglądacz;os;7
podgorzałka;zw;9
podgryzacz;os;7
podharcmistrz;os;7
podinspektor;os;9
podjadacz;os;6
podjezdek;zw;9
podjudzacz;os;9
podkamionka;zw;8
podkanclerz;os;11
podkanclerzy;os;11
podkanclerzyna;os;8
podkasaniec;os;6
podkasaniec;zw;9
podkomisarz;os;9
podkomitet;zwz;4
podkomorostwo;grp;4
podkomorzanka;os;10
podkomorzy;os;10
podkomorzyna;os;8
podkowcowate;sys;7
podkowiec;zw;9
podkowiec duży;zw;10
podkowiec mały;zw;10
podkuwacz;os;7
Podlasiak;os;7
Podlasianin;os;7
Podlasiuk;os;7
podlec;os;7
podlotek;os;8
podludzie;grp;2
podmiot;os;1
podmiot;os;4
podmiot gospodarczy;zwz;3
podmiot powiązany;zwz;5
podnajemca;os;4
podnóżek;os;7
pododdział;grp;7
podoficer;os;7
podoficer marynarki;os;9
podoficer żeglugi;os;8
podopieczny;os;5
podpalacz;os;8
podpatrywacz;os;7
podporucznik;os;8
podpowiadacz;os;6
podprefekt;os;9
podpułkownik;os;8
podrabiacz;os;8
podrostek;os;7
podróżnik;os;6
podróżnik;os;7
podróżny;os;6
podróżopisarz;os;8
podrywacz;os;7
podrywaczka;os;7
podrzutek;os;7
podsądny;os;3
podsadzkarz;os;6
podsędek;os;10
podsekretarz;os;6
podsekretarz stanu;os;6
podskarbi;os;11
podskarbi koronny;os;12
podskarbi nadworny;os;12
podskarbiostwo;zwz;5
podskarbi wielki;os;12
podsłuchiwacz;os;7
podstarości;os;11
podstarości;os;8
podstawówka;umy;5
podstoli;os;11
podstolina;os;8
podwachta;grp;8
podwładny;os;6
podwodniak;os;8
podwodnik;os;8
podwójny agent;os;8
podwój wielki;zw;6
podwykonawca;zwz;5
podżegacz;os;6
podziemie;grp;3
podżupek;os;8
podżupnik;os;8
poeta;os;8
poeta laureatus;os;7
poganiacz;os;10
poganin;os;8
pogorzelec;os;9
pogotowie;zwz;6
pogotowie gazowe;msc;7
pogotowie ratunkowe;msc;7
pogotowie techniczne;msc;7
pogranicznik;os;8
pogrobowiec;os;10
pogrobowiec;os;6
pogrobowiec;os;8
pogromca;os;6
pogromca;os;7
pohajec;os;8
pointer;zw;9
pointylista;os;10
pójdźka;zw;8
pojedynek;zw;6
pojedynkowicz;os;7
pojmaniec;os;7
pojmany;os;7
pokerzysta;os;7
pokląskwa;zw;8
pokojowa;os;8
pokojowiec;os;8
pokojówka;os;8
pokonany;os;6
pokraka;os;8
pokrewna dusza;os;6
pokrzepiciel;os;7
pokrzewka;zw;8
pokrzewka cierniówka;zw;9
pokrzewka ogrodowa;zw;9
pokrzywnik;zw;11
pokurcz;os;7
pokutnik;os;6
Polak;os;6
polakożerca;os;10
połamaniec;os;5
półanalfabeta;os;8
półanalfabeta;os;9
polarnik;os;7
polatucha;zw;10
poławiacz;os;6
poławiacz pereł;os;7
półbóg;os;3
półbóg;os;7
półbrygada;grp;6
półczłowiek;os;3
półdiablę;os;6
polemarch;os;10
polemista;os;10
polemizator;os;11
polerownik;os;7
polewik;os;4
polewoj;os;4
półfinalista;os;6
półgłówek;os;6
polibuda;umy;5
policja;grp;2
policja;msc;6
policja;zwz;4
policja dochodzeniowa;zwz;5
policja drogowa;zwz;5
policjant;os;7
policja obyczajowa;zwz;5
policmajster;os;8
polifag;zw;4
polifonista;os;10
poligamista;os;5
poligamistka;os;7
poliglota;os;6
poligraf;os;7
poligrafik;os;7
polihistor;os;6
poliklinika;msc;4
półinteligent;os;7
polip;zw;6
polis;grp;5
politechnika;umy;5
politeista;os;7
politolog;os;8
politruk;os;7
polityczny;os;7
polityk;os;7
politykier;os;8
półkolonia;msc;7
polnik śnieżny;zw;10
polnik ziemnowodny;zw;5
polonista;os;10
polonista;os;12
polonizator;os;9
polonofil;os;9
polonofob;os;9
Polonus;os;7
połowica;os;8
polownik;os;6
położnik;os;11
półsierota;os;8
półświatek;grp;3
półtrup;os;7
południca;os;4
południca;zw;9
południowiec;os;7
połykacz;os;6
połykacz noży;os;7
połykacz ognia;os;7
pomagier;os;5
pomazaniec;os;5
pomazaniec boży;os;6
pomiot;os;10
pomiotło;os;6
pomnożyciel;os;6
pomoc;grp;2
pomoc;os;6
pomoc dentystyczna;os;7
pomoc domowa;os;7
pomoc drogowa;zwz;3
pomoc kuchenna;os;7
pomocnik;os;5
pomocnik;os;7
pomoc społeczna;zwz;3
pomolog;os;10
pompier;os;7
pomrów;zw;7
pomrów błękitny;zw;8
pomrów plamisty;zw;8
pomrów wielki;zw;8
pomrów żółtawy;zw;8
pomuchla;zw;10
pomurnik;zw;7
pomyleniec;os;6
pomyleniec;os;9
pomylony;os;6
pomylony;os;9
pomysłodawca;os;6
pomywacz;os;10
poniewierca;os;7
pontonier;os;9
pontyfik;os;8
pontyfikat;zwz;6
ponurak;os;8
pony;zw;11
pop;os;8
popadia;os;8
popadianka;os;10
popapraniec;os;7
popers;os;6
popielica;zw;9
poplecznik;os;6
popostwo;grp;4
poppers;os;6
poprawczak;msc;4
poprawiacz;os;9
poprawiciel;os;6
poprawkowicz;os;6
poproch cetyniak;zw;6
poprzednik;os;5
popular;os;9
popularyzator;os;7
popularzy;grp;4
populista;os;7
popychadło;os;6
popychło;os;6
porcelanka;zw;7
porcelanka arabska;zw;8
porcelanka miodowa;zw;8
porcelanka ośla;zw;8
porcelanka wężogłówka;zw;8
porcelanka żłobiona;zw;8
poręczyciel;os;2
poroniec;os;4
porte-parole;os;8
portier;os;6
portowiec;os;7
portrecista;os;8
portrecista;os;9
Portugalczyk;os;6
porucznik;os;8
porywacz;os;8
porządnicki;os;8
porządniś;os;8
posadzkarz;os;8
pościg;grp;5
poseł;os;5
poseł;os;6
poseł;os;8
poseł-sprawozdawca;os;10
poseł sprawozdawca;os;9
poselstwo;grp;4
posesjonat;os;3
posesjonata;os;3
posiadacz;os;2
posiadłość;grp;5
posiewnica;zw;8
posiłki;grp;3
poskramiacz;os;6
poskromiciel;os;6
poskromiciel;os;7
posłaniec;os;5
posłannik;os;5
posługacz;os;6
pośmieciuszka;zw;9
posokowiec;zw;9
pospólstwo;grp;3
pośrednik;os;5
pośrednik;os;6
postać;os;4
postać mitologiczna;os;4
postępowiec;os;7
posterunek;msc;5
postimpresjonista;os;9
postkomunista;os;10
postmodernista;os;7
postrzałek;zw;5
postrzeleniec;os;7
postrzygacz;os;9
postulant;os;6
postulator;os;7
poświerka;zw;8
poświerka czarnobrzucha;zw;9
poświerka płowa;zw;9
poświerka preriowa;zw;9
poświerka szponiasta;zw;9
poświerka zwyczajna;zw;9
poświętnik;zw;8
poszkodowany;os;8
poszukiwacz;os;5
potakiewicz;os;7
potakiwacz;os;7
potęga;st;6
potencja;st;6
potentat;os;6
potępiciel;os;9
potępieniec;os;7
potępiony;os;7
potomek;os;8
potomkini;os;8
potomni;grp;2
potomność;grp;2
potrzeszcz;zw;8
potrzos;zw;8
potrzos zwyczajny;zw;8
potwal;zw;10
potwarca;os;8
potwór;os;8
potwór;zw;4
powaga;os;6
PO-wiec;os;9
powiernica;os;7
powierniczka;os;7
powiernik;os;5
powiernik;os;6
powieściopisarz;os;9
powinowata;os;7
powinowaty;os;7
powód;os;3
powód cywilny;os;4
powodzianin;os;9
powroźnik;os;6
powsinoga;os;6
powstaniec;os;9
pozer;os;9
pożeracz;os;6
pożeracz damskich serc;os;7
pożeracz niewieścich serc;os;7
pożeracz serc;os;7
poznańczyk;os;7
poznaniak;os;7
poznanianin;os;7
pozorant;os;8
pozwany;os;3
pożyczkobiorca;os;4
pożyczkodawca;os;3
pożyteczny idiota;os;7
pozytywista;os;8
prababcia;os;9
prababka;os;9
praca;msc;6
pracobiorca;os;5
pracodawca;os;3
pracoholik;os;7
pracownik;os;5
pracownik biurowy;os;8
pracownik budowlany;os;7
pracownik etatowy;os;6
pracownik fizyczny;os;7
pracownik gastronomii;os;7
pracownik hotelu;os;7
pracownik instytucji publicznych;os;7
pracownik komunalny;os;8
pracownik kontraktowy;os;6
pracownik leśny;os;9
pracownik mediów;os;7
pracownik naukowy;os;7
pracownik ochrony;os;7
pracownik oświaty;os;8
pracownik portowy;os;8
pracownik pralni chemicznej;os;7
pracownik produkcyjny;os;7
pracownik przemysłu;os;7
pracownik rolny;os;8
pracownik samorządowy;os;8
pracownik sezonowy;os;6
pracownik służby zdrowia;os;7
pracownik socjalny;os;8
pracownik teatru lub filmu;os;7
pracownik umysłowy;os;7
pracownik ze względu na rodzaj pracy;os;6
pracuś;os;8
praczka;os;7
praczłowiek;os;5
pradziad;os;10
pradziad;os;9
pradziadek;os;10
pradziadek;os;9
pradziadkowie;grp;4
pragmatyk;os;7
pragmatysta;os;8
prakseolog;os;8
praktycysta;os;9
praktyk;os;6
praktykant;os;7
prałat;os;10
prałatura;zwz;6
pramatka;os;9
praojciec;os;12
praojczyzna;zwz;5
prapłetwiec;zw;7
praprababcia;os;9
praprababka;os;9
prapradziad;os;10
prapradziadek;os;10
prapradziadkowie;grp;2
praprawnuczka;os;9
praprawnuk;os;9
praprawnuki;grp;2
praprzodek;os;9
praptak;zw;5
Prasłowianin;os;7
prasowacz;os;7
prasoznawca;os;9
praszczur;os;9
pratchawiec;zw;5
prątek;zw;4
prawa ręka;os;6
prawicowiec;os;8
prawiczek;os;7
prawnicy;grp;3
prawnik;os;6
prawnik;os;7
prawnuczek;os;9
prawnuczka;os;9
prawnuk;os;9
prawodawca;grp;5
praworęczny;os;7
prawoskrzydłowy;os;8
prawosławny;os;9
prawoznawca;os;6
prażanin;os;7
prażanin;os;8
prebendarz;os;10
preceptor;os;10
prefekt;os;10
prefekt;os;11
prefekt;os;12
prefekt;os;6
prefekt;os;8
prehistoryk;os;9
prekariusz;os;6
prekursor;os;6
prelegent;os;8
premier;os;4
premierostwo;grp;4
premierowa;os;8
premonstratens;os;10
prenumerator;os;5
preparator;os;9
prepozyt;os;8
prepozytura;zwz;6
prerafaelita;os;9
preromantyk;os;9
prestidigitator;os;6
pretendent;os;5
pretor;os;8
pretoria;grp;6
pretorianie;grp;7
pretorianin;os;7
pretorianin;os;9
prezbiter;os;8
prezbiterianin;os;11
prezenter;os;5
prezenter;os;6
prezes;os;6
prezesostwo;grp;4
prezesowa;os;8
Prezes Rady Ministrów;os;5
prezydencjalizm;grp;6
prezydent;os;6
prezydent;os;7
prezydent;os;9
prezydent elekt;os;8
prezydent miasta;os;9
prezydium;grp;4
prezydium;zwz;4
primiceriusz;os;8
princeps;os;10
princeps;os;9
probabilista;os;7
probabilista;os;8
probant;os;9
probiernia;msc;8
problemista;os;7
proboszcz;os;8
procarz;os;7
procesja;grp;3
procesualista;os;7
próchno;os;8
prochownia;msc;8
producent;os;6
producent;os;8
producent;zwz;2
prodziekan;os;6
profan;os;6
profan;os;8
profanator;os;8
profaneria;grp;2
profes;os;9
profesjonał;os;5
profesjonalista;os;5
profesor;os;9
profesor nadzwyczajny;os;10
profesorostwo;grp;4
profesorowa;os;8
profesor zwyczajny;os;10
profeta;os;6
profeta;os;7
profitent;os;4
profos;os;8
progimnazjum;umy;6
prognosta;os;7
prognostyk;os;7
prognozer;os;7
programista;os;7
programowiec;os;9
progresista;os;7
progresywista;os;7
prohibicjonista;os;8
projektant;os;7
projektant mody;os;9
projektodawca;os;6
prokatedra;msc;6
prokonsul;os;7
prokonsul;zw;4
proksenos;os;6
proktolog;os;11
prokurator;os;5
prokurator generalny;os;6
prokurator generalny;zwz;5
prokuratoria;zwz;5
prokuratura;zwz;4
prokurent;os;6
proletariat;grp;3
proletariusz;os;6
promieniowiec;rz;4
prominent;os;5
prominent;os;9
promotor;os;6
propagandysta;os;7
propagandzista;os;7
propagator;os;6
propretor;os;9
prorektor;os;6
prorok;os;6
prorok;os;7
prosektor;os;9
prosiak;os;7
prosiak;zw;5
prosię;os;7
prosię;os;8
prosię;zw;5
prosię ziemne;zw;6
prostaczka;os;7
prostak;os;6
prostytutka;os;9
proszkownia;msc;8
protagonista;os;8
protegowany;os;7
protekcjonista;os;8
protektor;os;6
protektorat;grp;5
protestant;os;9
protetyk;os;10
protetyk;os;7
proteusz;os;6
protokolant;os;8
protokólant;os;8
protonotariusz;os;8
protonotariusz apostolski;os;9
protoplasta;os;10
protopop;os;9
protozoolog;os;9
provider;zwz;5
prowadzący;os;5
PR-owiec;os;6
prowincja;grp;3
prowincjał;os;6
prowincjusz;os;6
prowincjuszka;os;8
prowodyr;os;8
prowokator;os;8
prozaik;os;8
prozator;os;8
prozelita;os;7
próżniak;os;6
prukwa;os;8
prusak;os;7
Prusak;os;7
prusak;zw;8
prusofil;os;9
pryk;os;8
prymariusz;os;7
prymas;os;12
prymista;os;11
prymityw;os;6
prymitywista;os;9
prymus;os;6
pryncypał;os;6
pryncypałowa;os;8
pryncypialista;os;6
pryszczel lekarski;zw;8
prytan;zwz;5
prywaciarz;os;4
prządka;zw;9
prządka pierścienica;zw;10
przebieraniec;os;5
przebieraniec;os;8
przechera;os;6
przechera;os;7
przechodzień;os;7
przechowawca;os;2
przechrzta;os;5
przechrzta;os;8
przeciętniak;os;6
przecinkowiec;zw;7
przeciwnik;os;5
przeciwnik;os;6
przeciwnik;zwz;4
przedmówca;os;6
przedrzeźniacz;zw;8
przedsiębiorca;os;3
przedsiębiorca składowy;os;3
przedsiębiorstwo;zwz;4
przedsiębiorstwo mieszane;pos;5
przedskoczek;os;8
przedstawiciel;os;5
przedstawiciel handlowy;os;5
przedstawiciel klasy społecznej;os;5
przedstawiciel społeczny;os;6
przedstawicielstwo;grp;3
przedstawicielstwo;msc;4
przedstawiciel ubezpieczeniowy;os;5
przedszkolak;os;9
przędzalnia;msc;7
przędzalnik;os;8
przędzarz;os;8
przędziorek;zw;7
przegraniec;os;6
przegrany;os;6
przegrzebek;zw;7
przejemca;os;2
przejezdny;os;7
przekaziciel;os;4
przekaziciel;os;6
przekładowca;os;8
przeklętnica;os;8
przeklętnik;os;8
przekopnica;zw;7
przekopnica afrykańska;zw;8
przekopnica arktyczna;zw;8
przekopnica australijska;zw;8
przekopnica długowidełkowa;zw;8
przekopnica wiosenna;zw;8
przekopnica właściwa;zw;8
przekształciciel;os;6
przekupień;os;8
przekupka;os;7
przełożony;os;5
przemądrzalec;os;6
przemyślanin;os;7
przemysłowiec;os;4
przemytnik;os;8
przeniewierca;os;7
przeor;os;6
przeorat;zwz;6
przepiór;zw;7
przepiórka;zw;8
przepisywacz;os;8
przepowiadacz;os;6
przeraza;zw;10
przesiedleniec;os;7
prześladowany;os;8
prześladowca;os;7
prześmiewca;os;7
przestępca;os;7
przetwórca;os;3
przetwórnia;msc;7
przewodniczący;os;6
przewodnik;os;6
przewodnik;os;7
przewodnik spławu;os;10
przewoźnik;os;8
przewoźnik;pos;5
przeziernik;zw;5
przeziernik jabłonowiec;zw;6
przeziernik olchowiec;zw;6
przeziernik osowiec;zw;6
przeziernik porzeczkowiec;zw;6
przeziernik topolowiec;zw;6
przeżuwacz;zw;5
przodek;os;8
przodkini;os;8
przodówka;grp;4
przodownik;os;8
przodownik;zwz;7
przodownik chóru;os;11
przodownik pracy;os;6
przybłęda;os;6
przybłęda;zw;6
przyboczny;os;6
przybrane dziecko;os;10
przybyły;os;5
przybysz;os;5
przychodnia;msc;3
przydupas;os;7
przygłup;os;6
przygłupek;os;10
przygotowalnia;msc;9
przyjaciel;os;6
przyjaciel;os;7
przyjaciel domu;os;7
przyjaciel rodziny;os;7
przyjaciółka;os;9
przyjazna dusza;os;6
przyjemniaczek;os;6
przyjezdny;os;5
przykład;os;6
przylepa;os;7
przylepka;os;7
przylżeniec;zw;7
przymierze;grp;3
przymuł;os;7
przypłaszczek;zw;8
przypochlebca;os;6
przypołudnica;os;4
przyrodnia siostra;os;9
przyrodni brat;os;9
przyrodnik;os;7
przyrodoznawca;os;7
przystawca;os;8
przystojniak;os;7
przyszywana ciocia;os;8
przyszywany wujek;os;8
przytułek;msc;4
przytulik strumieniowy;sys;7
przywłaszczyciel;os;6
przywódca;os;7
przywództwo;grp;4
przywra;zw;6
przyzwoitka;os;9
psalmista;os;5
psalmista;os;7
psalmograf;os;7
psałterzysta;os;9
pseudoartysta;os;6
pseudokibic;os;7
pseudoklasyk;os;9
pseudonaukowiec;os;7
psiajucha;os;6
psiarczyk;os;6
psiarnia;msc;7
psiarz;os;7
PSL-owiec;os;10
psor;os;10
psotnik;os;7
pstrąg;zw;9
pstrąg potokowy;zw;10
pstrąg tęczowy;zw;10
pstroszka;zw;9
psubrat;os;6
psuj;os;7
psuj;os;8
psychastenik;os;9
psychiatra;os;10
psychoanalityk;os;9
psychofizjolog;os;9
psychofizyk;os;9
psychol;os;10
psycholingwista;os;8
psycholog;os;8
psychologista;os;8
psychoneurotyk;os;9
psychopata;os;10
psychotechnik;os;9
psychoterapeuta;os;9
psychotronik;os;8
psychotyk;os;9
pszczelarz;os;10
pszczoła;zw;7
pszczoła karłowata;zw;8
pszczoła miodna;zw;8
pszczoła olbrzymia;zw;8
pszczoła robotnica;zw;6
pszczoła wschodnia;zw;8
pszczółka;os;9
pszczołojad;zw;7
ptak;zw;6
ptak domowy;zw;7
ptak drapieżny;zw;6
ptak egzotyczny;zw;7
ptak leśny lub polny;zw;7
ptak łowczy;zw;7
ptak łowny;zw;7
ptak mimetyczny;zw;7
ptak morski;zw;8
ptak nocny;zw;7
ptak owadożerny;zw;6
ptak pospolity;zw;7
ptak przelotny;zw;7
ptak śpiewający;zw;7
ptak wędrowny;zw;7
ptak wodny;zw;7
ptasi móżdżek;os;8
ptaszę;zw;5
ptaszę;zw;7
ptaszek;os;6
ptaszek;zw;7
ptasznik;zw;8
ptaszor;zw;9
ptaszyna;os;7
ptaszysko;zw;7
pteranodon;zw;6
pterodaktyl;zw;5
pterozaur;zw;5
PTTK-owiec;os;6
pub;msc;9
publicysta;os;7
publiczność;grp;6
publika;grp;6
puca;os;8
pucek;os;8
puchacz;zw;8
puchatek mordogardły;zw;8
puchówka;zw;8
puchówka afrykańska;zw;9
puchówka cejlońska;zw;9
puchówka orientalna;zw;9
pucybut;os;9
puczysta;os;7
pudel;zw;8
pudlarz;os;6
pudlarz;os;8
pudło;os;8
pudzian;os;8
puentylista;os;10
pularda;zw;9
pułk;grp;6
pułkownik;os;8
pułkownikostwo;grp;4
pułkownikowa;os;8
pulmonolog;os;10
pulpet;os;7
puma;zw;7
punia;os;7
punk;os;6
punkowiec;os;6
punkt kopulacyjny;msc;8
punkt usługowy;msc;7
pupil;os;6
pupil;zw;6
purchawka;os;7
purpurat;os;9
purysta;os;7
purytanin;os;11
purytanin;os;8
pusta głowa;os;8
pustak;os;6
pusta pała;os;8
pustelnik;os;5
pustelnik;os;6
pustelnik;zw;7
pustelnik spiżowy;zw;9
pustułka;zw;7
pusty łeb;os;8
pustynnik;zw;7
puszczalska;os;7
puszczyk;zw;8
puszkarz;os;6
puszysty;os;7
puzanek;zw;9
puzanek astrabadzki;zw;10
puzanek enzeliński;zw;10
puzanek kaspijski;zw;9
puzanek północnowschodni;zw;10
puzonista;os;10
pyknik;cech;7
pyra;os;6
pyrol;os;6
pyskacz;os;9
pyszałek;os;7
pytia;os;6
pyton;zw;9
pyza;os;8
quadrivium;umy;4
quasimodo;os;7
Quendi;os;4
rab;os;7
rabczanin;os;7
rabin;os;7
rabinowa;os;8
rabuś;os;9
rachmistrz;os;9
racicznica;zw;7
racicznica zmienna;zw;7
racjonalista;os;7
racjonalista;os;8
racjonalizator;os;9
raczek;zw;8
rada;grp;2
rada gminy;grp;3
rada miasta;grp;3
Rada Ministrów;grp;3
rada nadzorcza;pos;5
rada pedagogiczna;grp;4
rada rabinacka;grp;3
radarzysta;os;8
rada starców;grp;3
rada starszych;grp;3
radca;os;9
radca dworu;os;11
radca handlowy;os;5
radca prawny;os;7
radcostwo;grp;4
radcostwo;zwz;5
radczyni;os;8
radiesteta;os;9
radio;msc;4
radioamator;os;7
radioastronom;os;9
radiofonizator;os;9
radio internetowe;wytw;5
radiokomitet;grp;4
radiolog;os;10
radiomechanik;os;8
radiomonter;os;9
radionawigator;os;8
radiooficer;os;8
radiooperator;os;9
radiopajęczarz;os;4
radiosłuchacz;os;7
radiostacja;msc;4
radio taxi;zwz;5
radiotechnik;os;8
radiotelegrafista;os;9
radioterapeuta;os;11
radiowęzeł;por;5
radiowiec;os;8
radny;os;6
radny;os;9
radykał;os;7
radykalista;os;6
radykalista;os;7
radża;os;5
radziciel;os;7
rafineria;msc;8
raj;msc;7
rajca;os;7
rajca;os;9
rajdowiec;os;6
rajfur;os;8
rajski ogród;msc;7
rajski ptak;zw;7
rajtar;os;8
rajtaria;grp;6
rak;zw;7
rakarz;os;9
rakieta;os;7
rakietnik;os;8
rakietowiec;os;8
Rakuszanin;os;6
ramapitek;zw;4
ramforynch;zw;6
ramiarz;os;7
ramienionóg;zw;5
ramol;os;8
ramówkarz;os;9
rancho;msc;8
ranczer;os;11
ranczo;msc;8
ranger;os;6
raniuszek;zw;8
ranny ptaszek;os;5
raper;os;9
rapper;os;9
rapsod;os;11
raptus;os;7
raptuska;os;7
raróg;zw;8
rasista;os;9
raskolnicy;grp;3
raskolnik;os;10
rasta;os;6
rastafarianin;os;6
rastafarianin;os;8
rastaman;os;6
rastaman;os;8
raszka;zw;8
raszpla;os;8
raszpla;zw;8
ratler;zw;8
ratlerek;zw;8
ratlerka;zw;6
ratownik;os;7
ratownik medyczny;os;8
ratownik wodny;os;8
rdzawiec;zw;9
rdzeniarz;os;10
rdzenny mieszkaniec jakiegoś terenu;os;5
reakcjonista;os;8
realista;os;7
realista;os;9
realizator;os;6
realizator dźwięku;os;8
reanimator;os;10
reanimator;os;9
reasekurator;msc;5
rębacz;os;6
rębacz strzałowy;os;7
rębajło;os;10
rebeliant;os;8
recenzent;os;8
recepcjonista;os;8
recydywa;grp;4
recydywista;os;9
recytator;os;4
redakcja;grp;3
redakcja gazety;grp;4
redaktor;os;8
redaktor literacki;os;9
redaktor naczelny;os;6
redaktor techniczny;os;9
redemptorysta;os;10
redia;rsl;5
reeksporter;os;6
reeksporter;pos;3
reemigrant;os;8
referendarz;os;8
referendarz;os;9
referent;os;8
referent;os;9
reflektant;os;4
reformat;os;11
reformator;os;8
reformista;os;8
reformista;os;9
regalista;os;9
regatowiec;os;7
regens;os;6
regens;os;7
regent;os;10
regent;os;11
regent;os;5
regiment;grp;6
regimentarz;os;7
regionalista;os;7
regionalista;os;8
regionalne mocarstwo;grp;6
rehabilitant;os;9
