lemma;variant;domain;lemma;variant;domain
nawiązywanie się;1;2;nawiązywać się;1;28
powstawanie;1;2;powstawać;1;34
tworzenie się;1;2;tworzyć się;1;28
budowanie się;2;2;budować się;2;40
organizowanie się;2;2;organizować się;2;39
konstytuowanie się;1;2;konstytuować się;1;34
kształtowanie się;1;2;kształtować się;1;34
wykształcanie się;1;2;wykształcać się;1;34
zawiązywanie się;2;2;zawiązywać się;2;28
indywidualizowanie się;1;2;indywidualizować się;1;40
odradzanie się;1;2;odradzać się;1;28
odnawianie się;2;2;odnawiać się;2;28
implikowanie;1;2;implikować;1;29
pączkowanie;1;2;pączkować;1;40
odrastanie;1;2;odrastać;1;28
wynikanie;1;2;wynikać;1;29
wypływanie;3;2;wypływać;3;29
płynięcie;2;2;płynąć;2;29
urastanie;1;2;urastać;1;28
wytwarzanie się;1;2;wytwarzać się;1;28
regenerowanie się;1;2;regenerować się;1;40
rozmnażanie się;2;2;rozmnażać się;2;40
stwarzanie się;1;2;stwarzać się;1;28
formułowanie się;1;2;formułować się;1;28
rodzenie się;3;2;rodzić się;3;29
sformułowanie się;1;8;sformułować się;1;28
pomnożenie się;1;8;pomnożyć się;1;40
namnożenie się;1;8;namnożyć się;1;39
wypiętrzenie się;1;8;wypiętrzyć się;1;28
rozpadnięcie się;2;8;rozpaść się;2;28
rozłożenie się;5;8;rozłożyć się;5;28
powstanie;1;8;powstać;1;28
utworzenie się;1;8;utworzyć się;1;28
spolaryzowanie się;2;8;spolaryzować się;2;39
odłożenie się;1;8;odłożyć się;1;28
zdysocjowanie;1;8;zdysocjować;1;28
odrodzenie się;1;8;odrodzić się;1;28
odnowienie się;2;8;odnowić się;2;28
porodzenie się;2;8;porodzić się;2;28
wyrośnięcie;5;8;wyrosnąć;5;34
nawarstwienie się;1;8;nawarstwić się;1;28
osadzenie się;1;8;osadzić się;1;28
rozmnożenie się;2;8;rozmnożyć się;2;40
nasunięcie się;1;8;nasunąć się;1;29
wyodrębnienie się;1;8;wyodrębnić się;1;40
odcięcie się;3;8;odciąć się;3;40
wydzielenie się;1;8;wydzielić się;1;40
ukształtowanie się;2;8;ukształtować się;2;34
wykształcenie się;1;8;wykształcić się;1;34
zawiązanie się;2;8;zawiązać się;2;28
zorganizowanie się;2;8;zorganizować się;2;39
zrodzenie się;1;8;zrodzić się;1;29
wykiełkowanie;1;8;wykiełkować;1;29
zakiełkowanie;1;8;zakiełkować;1;29
nacieknięcie;1;8;nacieknąć;1;28
nacieknięcie;1;8;naciec;1;28
zróżnicowanie się;1;8;zróżnicować się;1;40
narodzenie się;1;8;narodzić się;1;34
poczęcie się;2;8;począć się;2;34
stworzenie się;1;8;stworzyć się;1;28
odrośnięcie;1;8;odrosnąć;1;28
nawiązanie się;1;8;nawiązać się;1;28
napłynięcie;4;8;napłynąć;4;28
nabiegnięcie;1;8;nabiec;1;36
nabiegnięcie;1;8;nabiegnąć;1;36
wytworzenie się;1;8;wytworzyć się;1;28
urośnięcie;3;8;urosnąć;3;37
zregenerowanie się;1;8;zregenerować się;1;28
wyniknięcie;1;8;wyniknąć;1;29
wypłynięcie;6;8;wypłynąć;6;29
rozszczepienie się;3;8;rozszczepić się;3;28
uformowanie się;2;8;uformować się;2;39
uzbieranie się;1;8;uzbierać się;1;38
potworzenie się;1;8;potworzyć się;1;28
popowstawanie;1;8;popowstawać;1;28
ukonstytuowanie się;1;8;ukonstytuować się;1;34
zebranie się;2;8;zebrać się;2;40
zgromadzenie się;2;8;zgromadzić się;2;40
zgrupowanie się;2;8;zgrupować się;2;40
pozbieranie się;1;8;pozbierać się;1;40
nagromadzenie się;1;8;nagromadzić się;1;40
zindywidualizowanie się;1;8;zindywidualizować się;1;40
spiętrzenie się;1;8;spiętrzyć się;1;28
zawiązanie się;1;8;zawiązać się;1;34
posrebrzenie się;2;8;posrebrzyć się;2;28
ozłocenie się;1;8;ozłocić się;1;28
załzawienie się;1;8;załzawić się;1;33
zaszklenie się;1;8;zaszklić się;1;33
zakurzenie się;1;8;zakurzyć się;1;28
przetłuszczenie się;1;8;przetłuścić się;1;28
przyozdobienie się;2;8;przyozdobić się;2;28
spochmurnienie;1;8;spochmurnieć;1;41
obsypanie się;4;8;obsypać się;4;40
osypanie się;6;8;osypać się;6;40
zasnucie się;1;8;zasnuć się;1;28
pokrycie się;1;8;pokryć się;1;33
powleczenie się;2;8;powlec się;2;33
okrycie się;2;8;okryć się;2;33
przesłonięcie się;1;8;przesłonić się;1;33
zajście;3;8;zajść;3;33
zaciągnięcie się;1;8;zaciągnąć się;1;33
zaćmienie się;1;8;zaćmić się;1;33
zakrycie się;2;8;zakryć się;2;33
zawleczenie się;1;8;zawlec się;1;33
obsypanie się;3;8;obsypać się;3;33
osypanie się;5;8;osypać się;5;33
spłynięcie;4;8;spłynąć;4;28
zaropienie;1;8;zaropieć;1;28
zamglenie się;1;8;zamglić się;1;28
poczernienie;2;8;poczernieć;2;28
obrośnięcie;1;8;obrosnąć;1;28
porośnięcie;1;8;porosnąć;1;28
zarośnięcie;1;8;zarosnąć;1;28
przyobleczenie się;2;8;przyoblec się;2;33
zaperzenie się;2;8;zaperzyć się;2;28
zapocenie się;1;8;zapocić się;1;28
otoczenie się;1;8;otoczyć się;1;28
owrzodzenie;1;8;owrzodzieć;1;28
oroszenie;1;8;orosić;1;41
przymglenie się;1;8;przymglić się;1;28
spienienie się;3;8;spienić się;3;33
zapienienie się;3;8;zapienić się;3;33
zaparowanie;1;8;zaparować;1;28
spleśnienie;1;8;spleśnieć;1;28
zakwitnięcie;1;8;zakwitnąć;1;28
oblepienie się;1;8;oblepić się;1;28
spocenie się;1;8;spocić się;1;28
spotnienie;1;8;spotnieć;1;28
zarośnięcie;2;8;zarosnąć;2;28
poszarzenie;2;8;poszarzeć;2;41
ochłodnięcie;3;8;ochłodnąć;3;28
zmoknięcie;1;8;zmoknąć;1;28
zmoczenie się;1;8;zmoczyć się;1;28
zamoknięcie;1;8;zamoknąć;1;28
strącenie się;1;8;strącić się;1;28
ściemnienie;3;8;ściemnieć;2;28
ściemnienie się;3;8;ściemnić się;3;28
pociemnienie;4;8;pociemnieć;4;28
wydzielenie się;2;8;wydzielić się;2;28
wytrącenie się;1;8;wytrącić się;1;28
przelanie się;2;8;przelać się;2;36
ochłodzenie się;4;8;ochłodzić się;4;41
oziębienie się;3;8;oziębić się;3;41
przemoknięcie;2;8;przemoknąć;2;28
zajesienienie się;1;8;zajesienić się;1;28
zgaśnięcie;1;8;zgasnąć;1;36
zagaśnięcie;1;8;zagasnąć;1;36
zmatowienie;1;8;zmatowieć;1;28
wypalenie się;1;8;wypalić się;1;40
wygaśnięcie;1;8;wygasnąć;1;40
dogaśnięcie;1;8;dogasnąć;1;40
GERUNDIUM - PROCES DK oznaczający zjawisko fizyczne;1;8;CZASOWNIK - PROCES DK oznaczający zjawisko fizyczne;1;28
zmierzchnięcie się;1;8;zmierzchnąć się;1;28
zmierzchnięcie;1;8;zmierzchnąć;1;28
spowinięcie się;2;8;spowinąć się;2;28
spowicie się;1;8;spowić się;1;28
pociemnienie;1;8;pociemnieć;1;41
ściemnienie się;2;8;ściemnić się;2;41
ściemnienie;2;8;ściemnieć;1;41
wypromieniowanie;2;8;wypromieniować;2;28
pogaśnięcie;1;8;pogasnąć;1;36
przygaśnięcie;2;8;przygasnąć;2;40
dopłacenie;1;8;dopłacić;1;38
dorobienie;3;8;dorobić;3;38
puszczenie;4;8;puścić;4;38
przejedzenie;1;8;przejeść;1;38
założenie;9;8;założyć;9;38
wyciągnięcie;13;8;wyciągnąć;13;38
przehulanie;2;8;przehulać;2;38
przebimbanie;1;8;przebimbać;1;38
przerżnięcie;3;8;przerżnąć;3;38
przekazanie;4;8;przekazać;4;38
wpłacenie;1;8;wpłacić;1;38
danie;5;8;dać;5;38
utrzymanie;1;8;utrzymać;1;38
wyżywienie;1;8;wyżywić;1;38
uhonorowanie;2;8;uhonorować;2;38
zmarnotrawienie;1;8;zmarnotrawić;1;38
zmarnowanie;2;8;zmarnować;2;38
stracenie;5;8;stracić;5;38
zasponsorowanie;2;8;zasponsorować;2;38
zapracowanie;2;8;zapracować;2;38
zapłacenie;1;8;zapłacić;1;38
rozproszenie;9;8;rozproszyć;9;38
rozpieprzenie;3;8;rozpieprzyć;3;38
pokrycie;6;8;pokryć;6;38
utargowanie;2;8;utargować;2;38
utrzymanie;7;8;utrzymać;7;38
przepłacenie;1;8;przepłacić;1;38
zaprzepaszczenie;1;8;zaprzepaścić;1;38
roztrwonienie;1;8;roztrwonić;1;38
nadpłacenie;1;8;nadpłacić;1;38
poskładanie;5;8;poskładać;5;38
zarobienie;1;8;zarobić;1;38
zyskanie;3;8;zyskać;3;38
przepuszczenie;9;8;przepuścić;9;38
wyrośnięcie na...;1;8;wyrosnąć na ...;1;39
zautonomizowanie się;1;8;zautonomizować się;1;39
ustatkowanie się;1;8;ustatkować się;1;40
ustabilizowanie się;2;8;ustabilizować się;2;40
utemperowanie się;1;8;utemperować się;1;40
skurwienie się;2;8;skurwić się;2;39
uzależnienie się;2;8;uzależnić się;2;39
GERUNDIUM - PROCES DK oznaczający zmianę sytuacji związanych (lub sytuacje związane) ze współżyciem w społeczeństwie;1;8;CZASOWNIK - PROCES DK oznaczający zmianę sytuacji związanych (lub sytuacje związane) ze współżyciem w społeczeństwie;1;39
wydoroślenie;1;8;wydorośleć;1;39
dojrzenie;6;8;dojrzeć;6;39
dorośnięcie;1;8;dorosnąć;1;39
podrośnięcie;1;8;podrosnąć;1;39
zaniedbanie się;1;8;zaniedbać się;1;39
opuszczenie się;2;8;opuścić się;2;39
oddalenie się;3;8;oddalić się;3;39
odsunięcie się;2;8;odsunąć się;2;39
rozdzielenie się;2;8;rozdzielić się;2;39
rozłączenie się;3;8;rozłączyć się;3;39
spoważnienie;2;8;spoważnieć;2;28
wyrośnięcie;4;8;wyrosnąć;4;28
poukładanie się;2;8;poukładać się;2;28
wykupienie się;1;8;wykupić się;1;39
wsławienie się;1;8;wsławić się;1;39
zasłynięcie;1;8;zasłynąć;1;39
wyswobodzenie się;3;8;wyswobodzić się;3;39
wyzwolenie się;3;8;wyzwolić się;3;39
uwolnienie się;3;8;uwolnić się;3;39
oswobodzenie się;1;8;oswobodzić się;1;39
zapisanie się;2;8;zapisać się;2;28
wyrobienie się;1;8;wyrobić się;1;39
przetarcie się;2;8;przetrzeć się;2;39
otarcie się;2;8;otrzeć się;2;39
otrzaskanie się;1;8;otrzaskać się;1;39
wychowanie się;1;8;wychować się;1;39
wzrośnięcie;2;8;wzrosnąć;2;39
odchowanie się;1;8;odchować się;1;39
wyrośnięcie;2;8;wyrosnąć;2;39
ośmieszenie się;1;8;ośmieszyć się;1;40
zaadaptowanie się;1;8;zaadaptować się;1;39
wpasowanie się;1;8;wpasować się;1;39
dopasowanie się;1;8;dopasować się;1;28
zeuropeizowanie się;1;8;zeuropeizować się;1;29
zasymilowanie się;1;8;zasymilować się;1;39
nagięcie się;1;8;nagiąć się;1;28
zniżenie się;3;8;zniżyć się;3;39
przystosowanie się;1;8;przystosować się;1;28
dostosowanie się;1;8;dostosować się;1;28
wkomponowanie się;1;8;wkomponować się;1;39
wstrzelenie się;1;8;wstrzelić się;2;39
wstrzelanie się;1;8;wstrzelać się;1;39
trafienie;8;8;trafić;8;39
utrafienie;1;8;utrafić;1;39
zharmonizowanie się;1;8;zharmonizować się;1;28
zaaklimatyzowanie się;1;8;zaaklimatyzować się;1;28
zjaranie się;1;8;zjarać się;1;28
zbzikowanie;1;8;zbzikować;1;29
sfiksowanie;1;8;sfiksować;1;29
ześwirowanie;1;8;ześwirować;1;29
upasienie;2;8;upaść;5;39
zgorzenie;1;8;zgorzeć;1;28
przemarznięcie;2;8;przemarznąć;1;28
zamarznięcie;3;8;zamarznąć;2;28
zmarznięcie;2;8;zmarznąć;1;28
sfajczenie się;1;8;sfajczyć się;1;28
przebicie się;2;8;przebić się;2;28
uzależnienie się;1;8;uzależnić się;1;35
spłonięcie;1;8;spłonąć;1;36
spalenie się;1;8;spalić się;1;36
rozwalenie się;1;8;rozwalić się;1;33
stoczenie się;2;8;stoczyć się;2;29
ulegnięcie;5;8;ulec;5;40
spopielenie się;1;8;spopielić się;1;28
spopielenie;4;8;spopieleć;2;28
wyplamienie się;1;8;wyplamić się;2;28
zaplamienie się;2;8;zaplamić się;2;28
przewietrzenie się;2;8;przewietrzyć się;2;28
odsłonięcie się;1;8;odsłonić się;1;39
poplamienie się;2;8;poplamić się;2;28
zanieczyszczenie się;1;8;zanieczyścić się;1;28
zabrudzenie się;2;8;zabrudzić się;2;28
uwalanie się;1;8;uwalać się;1;28
dopalenie się;1;8;dopalić się;1;28
zdemoralizowanie się;1;8;zdemoralizować się;1;39
zgorszenie się;2;8;zgorszyć się;2;39
przełamanie się;2;8;przełamać się;2;34
odsłonięcie się;2;8;odsłonić się;2;33
zwęglenie się;2;8;zwęglić się;2;28
zamazanie się;1;8;zamazać się;1;28
oswojenie się;2;8;oswoić się;2;28
obłaskawienie się;1;8;obłaskawić się;1;28
wprawienie się;2;8;wprawić się;2;29
przygotowanie się;3;8;przygotować się;3;29
zakotwiczenie się;1;8;zakotwiczyć się;1;39
zakotwiczenie;2;8;zakotwiczyć;2;39
nastawienie się;2;8;nastawić się;2;29
nastrojenie się;1;8;nastroić się;1;29
obycie się;4;8;obyć się;4;29
zaaklimatyzowanie się;2;8;zaaklimatyzować się;2;29
przyzwyczajenie się;1;8;przyzwyczaić się;1;35
nawyknięcie;1;8;nawyknąć;1;35
przywyknięcie;1;8;przywyknąć;1;35
oswojenie się;1;8;oswoić się;1;29
zwyknięcie;1;8;zwyknąć;1;28
zadomowienie się;1;8;zadomowić się;1;29
wdrożenie się;1;8;wdrożyć się;1;39
wsiąknięcie;2;8;wsiąknąć;2;39
skamienienie;4;8;skamienieć;4;35
rozpieszczenie się;1;8;rozpieścić się;1;40
rozdęcie się;2;8;rozdąć się;2;30
rozzuchwalenie się;1;8;rozzuchwalić się;1;39
odrętwienie;2;8;odrętwieć;2;35
zgłupienie;1;8;zgłupieć;1;28
zobojętnienie;2;8;zobojętnieć;1;28
znieczulenie się;1;8;znieczulić się;1;39
zrakowacenie;1;8;zrakowacieć;1;28
zdziczenie;2;8;zdziczeć;2;39
skundlenie się;1;8;skundlić się;1;28
schamienie;1;8;schamieć;1;39
zordynarnienie;1;8;zordynarnieć;1;39
zgburowacenie;1;8;zgburowacieć;1;39
znarowienie się;2;8;znarowić się;2;39
zdziecinnienie;1;8;zdziecinnieć;1;40
zinfantylnienie;1;8;zinfantylnieć;1;40
zinfantylizowanie się;1;8;zinfantylizować się;1;40
zgnuśnienie;1;8;zgnuśnieć;1;28
zlodowacenie;3;8;zlodowacieć;3;35
rozbestwienie się;1;8;rozbestwić się;1;28
zwyrodnienie;1;8;zwyrodnieć;1;28
zdegenerowanie się;1;8;zdegenerować się;1;28
zmienienie się na gorsze;1;8;zmienić się na gorsze;1;39
wyrodzenie się;2;8;wyrodzić się;2;28
stwardnienie;2;8;stwardnieć;2;28
zesztywnienie;4;8;zesztywnieć;4;28
skundlenie się;2;8;skundlić się;2;28
stępienie;5;8;stępieć;3;28
rozkapryszenie się;1;8;rozkaprysić się;1;39
skarłowacenie;1;8;skarłowacieć;1;28
skarlenie;1;8;skarleć;1;28
skołtunienie się;2;8;skołtunić się;2;29
skołtunienie;3;8;skołtunieć;2;28
zdurnienie;1;8;zdurnieć;1;28
zidiocenie;1;8;zidiocieć;1;28
skretynienie;1;8;skretynieć;1;28
zmęczenie się;1;8;zmęczyć się;1;36
sforsowanie się;1;8;sforsować się;1;36
zmordowanie się;1;8;zmordować się;1;36
umęczenie się;1;8;umęczyć się;1;36
znużenie się;1;8;znużyć się;1;36
umordowanie się;1;8;umordować się;1;36
przedźwiganie się;1;8;przedźwigać się;1;36
podźwiganie się;1;8;podźwigać się;1;36
przepracowanie się;1;8;przepracować się;1;40
usranie się;1;8;usrać się;1;36
przemęczenie się;1;8;przemęczyć się;1;40
przeforsowanie się;1;8;przeforsować się;1;40
zamęczenie się;1;8;zamęczyć się;1;40
zamordowanie się;1;8;zamordować się;1;40
zapracowanie się;1;8;zapracować się;1;40
zaharowanie się;1;8;zaharować się;1;40
zaoranie się;1;8;zaorać się;1;40
przeciążenie się;2;8;przeciążyć się;2;40
przesycenie się;1;8;przesycić się;1;35
uszarpanie się;1;8;uszarpać się;1;36
oklapnięcie;1;8;oklapnąć;1;28
znużenie się;2;8;znużyć się;2;35
spoważnienie;1;8;spoważnieć;1;35
GERUNDIUM - PROCES DK oznaczający zmianę stanu mentalnego lub emocjonalnego albo reakcję emocjonalno-fizjologiczną;1;8;CZASOWNIK - PROCES DK oznaczający zmianę stanu mentalnego lub emocjonalnego albo reakcję emocjonalno-fizjologiczną;1;39
zanudzenie się;1;8;zanudzić się;1;35
utulenie się;1;8;utulić się;1;35
opalenie się;1;8;opalić się;1;40
posmutnienie;1;8;posmutnieć;1;35
zesmutnienie;1;8;zesmutnieć;1;35
nachmurzenie się;1;8;nachmurzyć się;1;35
osowienie;1;8;osowieć;1;35
zasępienie się;1;8;zasępić się;1;35
sposępnienie;1;8;sposępnieć;1;35
zamroczenie się;1;8;zamroczyć się;1;35
zasmucenie się;2;8;zasmucić się;2;35
zmarkotnienie;1;8;zmarkotnieć;1;35
zgłodnienie;1;8;zgłodnieć;1;40
wygłodnienie;1;8;wygłodnieć;1;40
pomiarkowanie się;2;8;pomiarkować się;2;39
zmięknięcie;2;8;zmięknąć;2;29
pójście do Canossy;1;8;pójść do Canossy;1;35
pójście do Kanossy;1;8;pójść do Kanossy;1;35
poniżenie się;1;8;poniżyć się;1;39
upokorzenie się;2;8;upokorzyć się;2;35
wycwanienie się;1;8;wycwanić się;1;39
schytrzenie się;1;8;schytrzyć się;1;39
ogorzenie;1;8;ogorzeć;1;40
zdeprymowanie się;2;8;zdeprymować się;2;35
wypięknienie;1;8;wypięknieć;1;28
zmienienie się na lepsze;1;8;zmienić się na lepsze;1;28
zeszmacenie się;1;8;zeszmacić się;1;40
przyrumienienie się;1;8;przyrumienić się;1;40
złagodnienie;2;8;złagodnieć;2;29
przygaśnięcie;4;8;przygasnąć;4;35
nawrócenie się;2;8;nawrócić się;2;39
znudzenie się;1;8;znudzić się;1;35
wysapanie się;1;8;wysapać się;1;40
przepełnienie się;1;8;przepełnić się;1;35
zdemobilizowanie się;1;8;zdemobilizować się;1;39
zniechęcenie się;1;8;zniechęcić się;1;39
opamiętanie się;1;8;opamiętać się;1;35
opanowanie się;1;8;opanować się;1;35
oprzytomnienie;1;8;oprzytomnieć;1;35
ocknięcie się;2;8;ocknąć się;2;35
ukorzenie się;1;8;ukorzyć się;1;35
zdekoncentrowanie się;1;8;zdekoncentrować się;1;29
rozproszenie się;3;8;rozproszyć się;3;29
rozkojarzenie się;1;8;rozkojarzyć się;1;29
skruszenie;2;8;skruszeć;2;35
zniżenie się;4;8;zniżyć się;4;39
uodpornienie się;2;8;uodpornić się;2;35
pozbieranie się;3;8;pozbierać się;3;35
otrząśnięcie się;1;8;otrząsnąć się;1;35
uspokojenie się;1;8;uspokoić się;1;35
wyciszenie się;1;8;wyciszyć się;1;35
przypieczenie się;1;8;przypiec się;1;40
zmądrzenie;1;8;zmądrzeć;1;28
zmięknięcie;3;8;zmięknąć;3;29
upodlenie się;1;8;upodlić się;1;40
spodlenie się;1;8;spodlić się;1;40
odechcenie się;1;8;odechcieć się;1;29
spuszczenie nosa na kwintę;1;8;spuścić nos na kwintę;1;35
zwieszenie nosa na kwintę;1;8;zwiesić nos na kwintę;1;35
schowanie ogona pod siebie;1;8;schować ogon pod siebie;1;35
położenie uszu po sobie;1;8;położyć uszy po sobie;1;35
zrażenie się;1;8;zrazić się;1;35
przyjście do równowagi;1;8;przyjść do równowagi;1;35
ochłonięcie;1;8;ochłonąć;1;35
dojście do siebie;1;8;dojść do siebie;1;35
przyjście do siebie;1;8;przyjść do siebie;1;35
ośmielenie się;2;8;ośmielić się;2;40
ostygnięcie;2;8;ostygnąć;2;35
zgorzknienie;1;8;zgorzknieć;1;29
skwaśnienie;2;8;skwaśnieć;2;29
znarowienie się;1;8;znarowić się;1;36
pochmurnienie;1;8;pochmurnieć;1;35
zachmurzenie się;1;8;zachmurzyć się;1;35
spokornienie;1;8;spokornieć;1;29
spotulnienie;1;8;spotulnieć;1;29
zmieszanie się;3;8;zmieszać się;3;28
pomieszanie się;1;8;pomieszać się;1;28
przemieszanie się;1;8;przemieszać się;1;28
spojenie się;2;8;spoić się;2;28
utlenienie się;2;8;utlenić się;2;28
zrośnięcie się;3;8;zrosnąć się;3;28
zareagowanie;3;8;zareagować;3;28
zrośnięcie się;1;8;zrosnąć się;1;28
sprzężenie się;1;8;sprząc się;1;28
sprzęgnięcie się;1;8;sprzęgnąć się;1;28
splecenie się;1;8;spleść się;1;33
wplecenie się;1;8;wpleść się;1;40
zjednoczenie się;2;8;zjednoczyć się;2;39
zaplecenie się;1;8;zapleść się;1;33
sfilcowanie się;1;8;sfilcować się;1;28
wtopienie się;1;8;wtopić się;1;28
połączenie się;2;8;połączyć się;2;28
zespolenie się;1;8;zespolić się;1;28
złączenie się;1;8;złączyć się;1;28
scalenie się;1;8;scalić się;1;28
zbicie się;2;8;zbić się;2;28
przyjęcie się;2;8;przyjąć się;2;28
zaostrzenie się;3;8;zaostrzyć się;3;28
rozwibrowanie się;1;8;rozwibrować się;1;35
rozbudowanie się;1;8;rozbudować się;1;28
rozszalenie się;1;8;rozszaleć się;1;28
skomplikowanie się;1;8;skomplikować się;1;28
powikłanie się;1;8;powikłać się;1;39
pogmatwanie się;1;8;pogmatwać się;1;39
pokomplikowanie się;1;8;pokomplikować się;1;39
zagmatwanie się;1;8;zagmatwać się;1;39
zawikłanie się;1;8;zawikłać się;1;39
poplątanie się;1;8;poplątać się;1;39
zapętlenie się;1;8;zapętlić się;1;39
pokręcenie się;8;8;pokręcić się;8;28
rozpalenie się;4;8;rozpalić się;4;35
rozniecenie się;1;8;rozniecić się;1;35
nasilenie się;1;8;nasilić się;1;28
wzmożenie się;1;8;wzmóc się;1;28
narośnięcie;1;8;narosnąć;1;28
spotęgowanie się;1;8;spotęgować się;1;28
stężenie;3;8;stężeć;3;28
wzrośnięcie;1;8;wzrosnąć;1;28
rozrośnięcie się;2;8;rozrosnąć się;2;28
pogłębienie się;1;8;pogłębić się;1;28
przybranie;4;8;przybrać;4;28
zawrzenie;3;8;zawrzeć;5;28
rozognienie się;4;8;rozognić się;4;28
przybranie na sile;1;8;przybrać na sile;1;28
uwydatnienie się;2;8;uwydatnić się;2;28
uwypuklenie się;1;8;uwypuklić się;1;28
uwyraźnienie się;1;8;uwyraźnić się;1;28
spiętrzenie się;2;8;spiętrzyć się;2;28
zaostrzenie się;4;8;zaostrzyć się;4;28
zakrzepnięcie;3;8;zakrzepnąć;3;28
zapadnięcie;8;8;zapaść;9;29
pogłębienie się;3;8;pogłębić się;3;29
zacieśnienie się;2;8;zacieśnić się;2;28
utwierdzenie się;1;8;utwierdzić się;1;39
uwiecznienie się;2;8;uwiecznić się;2;29
upamiętnienie się;1;8;upamiętnić się;1;29
zakorzenienie się;1;8;zakorzenić się;1;28
rozkorzenienie się;1;8;rozkorzenić się;1;28
utrwalenie się;1;8;utrwalić się;1;28
wżarcie się;3;8;weżreć się;3;29
utrwalenie się;2;8;utrwalić się;2;29
okrzepnięcie;2;8;okrzepnąć;2;28
umocnienie się;1;8;umocnić się;1;28
ugruntowanie się;1;8;ugruntować się;1;29
stanienie;1;8;stanieć;1;38
potanienie;1;8;potanieć;1;38
zaktualizowanie się;1;8;zaktualizować się;1;29
uaktualnienie się;1;8;uaktualnić się;1;29
wyolbrzymienie się;1;8;wyolbrzymić się;1;28
rozszerzenie się;4;8;rozszerzyć się;4;28
przejaśnienie się;1;8;przejaśnić się;1;29
rozjaśnienie się;3;8;rozjaśnić się;3;29
stępienie;2;8;stępieć;1;28
zwiększenie się;2;8;zwiększyć się;2;28
wyjaśnienie się;1;8;wyjaśnić się;1;29
wyklarowanie się;1;8;wyklarować się;1;29
rozwiązanie się;2;8;rozwiązać się;2;29
przeniknięcie się;1;8;przeniknąć się;1;28
dorośnięcie;2;8;dorosnąć;2;40
dojrzenie;4;8;dojrzeć;4;40
zdrożenie;1;8;zdrożeć;1;28
podrożenie;1;8;podrożeć;1;28
rozsypanie się;3;8;rozsypać się;3;28
zwężenie się;3;8;zwęzić się;3;28
zaostrzenie się;5;8;zaostrzyć się;5;35
wyostrzenie się;1;8;wyostrzyć się;1;35
spolaryzowanie się;1;8;spolaryzować się;1;28
ustalenie się;1;8;ustalić się;1;34
ulepszenie się;1;8;ulepszyć się;1;28
poprawienie się;1;8;poprawić się;1;28
polepszenie się;1;8;polepszyć się;1;28
zyskanie;2;8;zyskać;2;28
zmotoryzowanie się;1;8;zmotoryzować się;1;28
zrównanie się;2;8;zrównać się;2;28
dorównanie;1;8;dorównać;1;28
schłopienie;1;8;schłopieć;1;39
zmodernizowanie się;1;8;zmodernizować się;1;28
unowocześnienie się;1;8;unowocześnić się;1;28
rozstrzygnięcie się;1;8;rozstrzygnąć się;1;40
zdecydowanie się;2;8;zdecydować się;2;40
upodobnienie się;1;8;upodobnić się;1;37
przedawnienie się;1;8;przedawnić się;1;29
przebudowanie się;3;8;przebudować się;3;29
zreorganizowanie się;1;8;zreorganizować się;1;29
zneutralizowanie się;1;8;zneutralizować się;1;28
zmniejszenie się;2;8;zmniejszyć się;2;28
pomniejszenie się;3;8;pomniejszyć się;3;28
zniesienie się;1;8;znieść się;1;28
przeorientowanie się;2;8;przeorientować się;2;39
zrobienie się;4;8;zrobić się;4;34
przegrupowanie się;2;8;przegrupować się;2;28
popsucie się;1;8;popsuć się;1;28
rozwleczenie się;1;8;rozwlec się;1;29
przebranie się;1;8;przebrać się;1;28
utożsamienie się;2;8;utożsamić się;2;29
GERUNDIUM - PROCES DK oznaczający zmianę relacji abstrakcyjnych;1;8;CZASOWNIK - PROCES DK oznaczający zmianę relacji abstrakcyjnych;1;29
ujednolicenie się;1;8;ujednolicić się;1;40
sprostanie;2;8;sprostać;2;39
dogonienie;2;8;dogonić;2;39
dopędzenie;3;8;dopędzić;3;39
doścignięcie;2;8;doścignąć;2;39
zdelikatnienie;1;8;zdelikatnieć;1;28
runięcie;4;8;runąć;4;28
pogorszenie się;1;8;pogorszyć się;1;28
unieważnienie się;1;8;unieważnić się;1;28
załamanie się;1;8;załamać się;1;28
usprawnienie się;1;8;usprawnić się;1;28
zestarzenie się;3;8;zestarzeć się;4;28
wysiądnięcie;2;8;wysiąść;3;28
przebrzmienie;1;8;przebrzmieć;1;28
zdezaktualizowanie się;1;8;zdezaktualizować się;1;28
przedawnienie się;2;8;przedawnić się;2;29
zgrzybienie;2;8;zgrzybieć;2;28
ocieplenie się;2;8;ocieplić się;2;39
stracenie;3;8;stracić;3;28
poszarzenie;3;8;poszarzeć;3;39
zszarzenie;2;8;zszarzeć;2;39
zaostrzenie się;1;8;zaostrzyć się;1;29
ustabilizowanie się;1;8;ustabilizować się;1;28
znormalizowanie się;1;8;znormalizować się;1;28
odnowienie się;1;8;odnowić się;1;28
obrzydnięcie;1;8;obrzydnąć;1;35
zbrzydnięcie;2;8;zbrzydnąć;2;35
obmierźnięcie;1;8;obmierznąć;1;35
zbrzydzenie się;1;8;zbrzydzić się;1;35
wejście;12;8;wejść;12;28
zdeklasowanie się;1;8;zdeklasować się;1;39
rozwikłanie się;2;8;rozwikłać się;2;29
oziębienie się;2;8;oziębić się;2;35
ochłodzenie się;1;8;ochłodzić się;1;35
ochłodnięcie;2;8;ochłodnąć;2;35
obiegnięcie;3;8;obiec;3;30
