lemma;variant;domain;lemma;variant;domain
przypałętanie się;2;zdarz;przypałętać się;2;sp
dochowanie;1;zdarz;dochować;1;sp
przejście;5;zdarz;przejść;5;sp
obsłużenie;1;zdarz;obsłużyć;1;sp
załatwienie;2;zdarz;załatwić;2;sp
dotrzymanie;1;zdarz;dotrzymać;1;cpor
doprowadzenie;1;zdarz;doprowadzić;1;zmn
przejście;17;zdarz;przejść;17;cumy
zaklasyfikowanie się;1;zdarz;zaklasyfikować się;1;sp
zakwalifikowanie się;1;zdarz;zakwalifikować się;1;sp
zaliczenie się;1;zdarz;zaliczyć się;1;sp
wysiedzenie;2;zdarz;wysiedzieć;2;cwyt
zwerbowanie;3;zdarz;zwerbować;3;sp
wylatanie;1;zdarz;wylatać;1;ruch
dopełnienie;1;zdarz;dopełnić;1;sp
przeprowadzenie;2;zdarz;przeprowadzić;2;sp
zdanie;4;zdarz;zdać;4;sp
rozwiązanie;3;zdarz;rozwiązać;3;cwyt
wysłuchanie;2;zdarz;wysłuchać;2;cpor
dostanie się;3;zdarz;dostać się;3;sp
zsyntetyzowanie;2;zdarz;zsyntetyzować;2;cwyt
zaliczenie;2;zdarz;zaliczyć;2;cpor
pozałatwianie;1;zdarz;pozałatwiać;1;zmn
wyrobienie;4;zdarz;wyrobić;4;sp
spełnienie;1;zdarz;spełnić;1;sp
wywiązanie się;1;zdarz;wywiązać się;1;sp
wykonanie;3;zdarz;wykonać;3;sp
wypełnienie;5;zdarz;wypełnić;5;sp
odpieprzenie się;1;zdarz;odpieprzyć się;1;sp
odpierdolenie się;2;zdarz;odpierdolić się;2;sp
przysiądnięcie fałdów;1;zdarz;przysiąść fałdów;1;sp
spowinowacenie się;1;zdarz;spowinowacić się;1;sp
skoligacenie się;1;zdarz;skoligacić się;1;sp
zrobienie czegoś niezgodnego z prawem lub z normami społecznymi;1;zdarz;zrobić coś niezgodnego z prawem lub z normami społecznymi;1;sp
zabicie się;2;zdarz;zabić się;2;cst
załatwienie się;1;zdarz;załatwić się;1;wal
wyklęcie;1;zdarz;wykląć;1;cpor
przeterminowanie;2;zdarz;przeterminować;2;cumy
przyłożenie się;1;zdarz;przyłożyć się;1;sp
zakręcenie się;2;zdarz;zakręcić się;2;sp
powstrzymanie się;1;zdarz;powstrzymać się;1;cumy
wstrzymanie się;1;zdarz;wstrzymać się;1;cumy
powściągnięcie się;1;zdarz;powściągnąć się;1;cumy
zmitygowanie się;1;zdarz;zmitygować się;1;cumy
pohamowanie się;1;zdarz;pohamować się;1;cumy
zreflektowanie się;1;zdarz;zreflektować się;1;cumy
uporanie się;1;zdarz;uporać się;1;sp
skolonizowanie;1;zdarz;skolonizować;1;sp
sfotografowanie;1;zdarz;sfotografować;1;cwyt
zdjęcie;2;zdarz;zdjąć;2;cwyt
przeskrobanie;1;zdarz;przeskrobać;1;sp
zmajstrowanie;2;zdarz;zmajstrować;2;sp
wypchanie się;3;zdarz;wypchać się;3;sp
pobłogosławienie;1;zdarz;pobłogosławić;1;sp
sprzeniewierzenie;2;zdarz;sprzeniewierzyć;2;sp
przeżegnanie;1;zdarz;przeżegnać;1;ruch
odprawienie;1;zdarz;odprawić;1;sp
pośpieszenie się;1;zdarz;pośpieszyć się;1;sp
pospieszenie się;2;zdarz;pospieszyć się;2;sp
przemilczenie;2;zdarz;przemilczeć;2;cpor
zamilczenie;1;zdarz;zamilczeć;1;cpor
pokrycie milczeniem;1;zdarz;pokryć milczeniem;1;cpor
zmilczenie;2;zdarz;zmilczeć;2;sp
skazanie się;1;zdarz;skazać się;1;cczuj
wyprężenie się;1;zdarz;wyprężyć się;1;sp
zamrożenie;3;zdarz;zamrozić;3;sp
zamknięcie;4;zdarz;zamknąć;4;sp
wsadzenie;2;zdarz;wsadzić;2;sp
osiedlenie;1;zdarz;osiedlić;1;sp
umieszczenie;2;zdarz;umieścić;2;sp
ulokowanie;2;zdarz;ulokować;2;sp
zainstalowanie;2;zdarz;zainstalować;2;sp
wepchnięcie;3;zdarz;wepchnąć;3;sp
wepchanie;3;zdarz;wepchać;3;sp
GERUNDIUM - AKT oznaczający zmianę sytuacji związanych (lub sytuacje związane) ze współżyciem w społeczeństwie;1;zdarz;CZASOWNIK - AKT oznaczający zmianę sytuacji związanych (lub sytuacje związane) ze współżyciem w społeczeństwie;1;sp
wstrzymanie;3;zdarz;wstrzymać;3;zmn
odczepienie się;2;zdarz;odczepić się;2;sp
sfotografowanie się;1;zdarz;sfotografować się;1;cwyt
zdjęcie się;2;zdarz;zdjąć się;2;cwyt
zasiedlenie;1;zdarz;zasiedlić;1;sp
zaludnienie;1;zdarz;zaludnić;1;sp
zaczekanie;2;zdarz;zaczekać;2;cumy
opicie;1;zdarz;opić;1;sp
oblanie;5;zdarz;oblać;5;sp
przemilczenie;1;zdarz;przemilczeć;1;cpor
zmilczenie;1;zdarz;zmilczeć;1;sp
zawahanie się;1;zdarz;zawahać się;1;cumy
uczczenie;1;zdarz;uczcić;1;sp
zachowanie;1;zdarz;zachować;1;cpor
wżenienie się;1;zdarz;wżenić się;1;sp
przewinienie;1;zdarz;przewinić;1;sp
zawinienie;2;zdarz;zawinić;2;sp
sfotografowanie się;2;zdarz;sfotografować się;2;cwyt
zdjęcie się;3;zdarz;zdjąć się;3;cwyt
cofnięcie się;1;zdarz;cofnąć się;1;cumy
zdjęcie;5;zdarz;zdjąć;5;cumy
zabronienie;1;zdarz;zabronić;1;cpor
zakazanie;1;zdarz;zakazać;1;cpor
wzbronienie;1;zdarz;wzbronić;1;cpor
zostawienie;4;zdarz;zostawić;4;sp
pozostawienie;4;zdarz;pozostawić;4;sp
powieszenie się;2;zdarz;powiesić się;2;zmn
przećwiczenie;2;zdarz;przećwiczyć;2;sp
poszukanie;1;zdarz;poszukać;1;sp
zapakowanie;3;zdarz;zapakować;3;sp
ochrzczenie;1;zdarz;ochrzcić;1;sp
otrucie się;1;zdarz;otruć się;1;zmn
poradzenie;3;zdarz;poradzić;3;cwyt
wysilenie się;1;zdarz;wysilić się;1;sp
napięcie się;2;zdarz;napiąć się;2;sp
wytężenie się;1;zdarz;wytężyć się;1;sp
naprężenie się;2;zdarz;naprężyć się;2;sp
natężenie się;1;zdarz;natężyć się;1;sp
sprężenie się;1;zdarz;sprężyć się;1;sp
wykonanie czynności religijnych bądź magicznych;1;zdarz;wykonać czynności religijne bądź magiczne;1;sp
przeskoczenie;4;zdarz;przeskoczyć;4;sp
popełnienie;1;zdarz;popełnić;1;sp
dopuszczenie się;1;zdarz;dopuścić się;1;sp
nadęcie się;1;zdarz;nadąć się;1;sp
danie z siebie wszystkiego;1;zdarz;dać z siebie wszystko;1;sp
postaranie się;2;zdarz;postarać się;2;sp
wyeksploatowanie;3;zdarz;wyeksploatować;3;sp
wyciśnięcie;6;zdarz;wycisnąć;6;wal
wyduszenie;2;zdarz;wydusić;2;sp
użycie;4;zdarz;użyć;4;sp
posłużenie się;1;zdarz;posłużyć się;1;sp
wyręczenie się;1;zdarz;wyręczyć się;1;sp
złupienie;2;zdarz;złupić;2;sp
zmanipulowanie;1;zdarz;zmanipulować;1;sp
zatkanie ... dziury;1;zdarz;zatkać ... dziury;1;sp
zapchanie ... dziury;1;zdarz;zapchać ... dziury;1;sp
wysłużenie się;1;zdarz;wysłużyć się;1;sp
wykorzystanie;4;zdarz;wykorzystać;4;sp
opicie;2;zdarz;opić;2;sp
wydojenie;1;zdarz;wydoić;1;sp
wyzyskanie;2;zdarz;wyzyskać;2;sp
wyżyłowanie;2;zdarz;wyżyłować;2;sp
zarażenie się;2;zdarz;zarazić się;2;cumy
zeslawizowanie się;1;zdarz;zeslawizować się;1;cumy
zgermanizowanie się;1;zdarz;zgermanizować się;1;cumy
spolonizowanie się;1;zdarz;spolonizować się;1;sp
spolszczenie się;1;zdarz;spolszczyć się;1;sp
zlatynizowanie się;1;zdarz;zlatynizować się;1;cumy
przejęcie;2;zdarz;przejąć;2;cumy
przyswojenie;1;zdarz;przyswoić;1;cumy
zasymilowanie;1;zdarz;zasymilować;1;cumy
zapożyczenie;1;zdarz;zapożyczyć;1;cumy
zawłaszczenie;2;zdarz;zawłaszczyć;2;cumy
zrusyfikowanie się;1;zdarz;zrusyfikować się;1;cumy
zromanizowanie się;1;zdarz;zromanizować się;1;cumy
zukrainizowanie się;1;zdarz;zukrainizować się;1;cumy
zamerykanizowanie się;1;zdarz;zamerykanizować się;1;cumy
sturczenie się;1;zdarz;sturczyć się;1;cumy
zarabizowanie się;1;zdarz;zarabizować się;1;cumy
zjudaizowanie się;1;zdarz;zjudaizować się;1;cumy
zmadziaryzowanie się;1;zdarz;zmadziaryzować się;1;cumy
nawiązanie;2;zdarz;nawiązać;2;cpor
odwołanie się;3;zdarz;odwołać się;3;cpor
wyeksploatowanie;2;zdarz;wyeksploatować;2;cwyt
zrealizowanie;3;zdarz;zrealizować;3;cpos
ucieknięcie się do ...;1;zdarz;uciec się do ...;2;sp
zasadzenie;3;zdarz;zasadzić;3;cumy
oparcie;1;zdarz;oprzeć;1;cumy
oparcie się;2;zdarz;oprzeć się;3;cumy
zasadzenie się;1;zdarz;zasadzić się;1;cumy
zaordynowanie;1;zdarz;zaordynować;1;sp
oszczędzenie;4;zdarz;oszczędzić;4;cpos
zażycie;1;zdarz;zażyć;1;cst
przyjęcie;11;zdarz;przyjąć;11;cst
zdyskontowanie;1;zdarz;zdyskontować;1;sp
wzięcie;21;zdarz;wziąć;22;cwyt
powołanie się;1;zdarz;powołać się;1;cpor
zagospodarowanie;2;zdarz;zagospodarować;2;cpos
podchwycenie;3;zdarz;podchwycić;3;cpor
nadużycie;2;zdarz;nadużyć;2;cwyt
zaaplikowanie;2;zdarz;zaaplikować;2;dtk
użycie;3;zdarz;użyć;3;cwyt
wyzyskanie;1;zdarz;wyzyskać;1;cpos
wykorzystanie;2;zdarz;wykorzystać;2;cpos
użycie;2;zdarz;użyć;2;cpos
spożytkowanie;1;zdarz;spożytkować;1;cpos
zużytkowanie;1;zdarz;zużytkować;1;cpos
wprzężenie;3;zdarz;wprząc;3;cumy
wprzęgnięcie;2;zdarz;wprzęgnąć;2;cumy
wzięcie;13;zdarz;wziąć;14;sp
wyeksploatowanie;1;zdarz;wyeksploatować;1;zmn
ukradzenie;2;zdarz;ukraść;2;cumy
wzięcie;22;zdarz;wziąć;23;dtk
zaczerpnięcie;2;zdarz;zaczerpnąć;2;cwyt
zaćpanie;1;zdarz;zaćpać;1;cst
zaćpanie się;1;zdarz;zaćpać się;1;cst
zajeżdżenie;4;zdarz;zajeździć;4;cumy
wysnucie;2;zdarz;wysnuć;2;cwyt
osnucie;3;zdarz;osnuć;3;cwyt
zabezpieczenie się;1;zdarz;zabezpieczyć się;1;hig
przedawkowanie;1;zdarz;przedawkować;1;cpos
sięgnięcie;2;zdarz;sięgnąć;2;sp
zajeżdżenie;1;zdarz;zajeździć;1;zmn
zajechanie;7;zdarz;zajechać;7;zmn
wrócenie;9;zdarz;wrócić;9;cpor
zaczerpnięcie;1;zdarz;zaczerpnąć;1;cumy
wzięcie;4;zdarz;wziąć;4;cumy
sięgnięcie;1;zdarz;sięgnąć;1;cumy
użycie;1;zdarz;użyć;1;cwyt
posłużenie się;2;zdarz;posłużyć się;2;cwyt
zastosowanie;1;zdarz;zastosować;1;cwyt
wykorzystanie;1;zdarz;wykorzystać;1;cwyt
skorzystanie;1;zdarz;skorzystać;1;cst
zajęcie;1;zdarz;zająć;1;cpos
kucnięcie;1;zdarz;kucnąć;1;ruch
podźwignięcie się;2;zdarz;podźwignąć się;2;ruch
pójście;3;zdarz;pójść;3;ruch
położenie się;1;zdarz;położyć się;1;ruch
ułożenie się;1;zdarz;ułożyć się;1;ruch
legnięcie;1;zdarz;lec;1;ruch
legnięcie;1;zdarz;legnąć;1;ruch
uniesienie się;2;zdarz;unieść się;2;ruch
zerwanie się;2;zdarz;zerwać się;2;ruch
poderwanie się;1;zdarz;poderwać się;1;ruch
nastroszenie się;2;zdarz;nastroszyć się;2;cst
najeżenie się;2;zdarz;najeżyć się;2;cst
zjeżenie się;2;zdarz;zjeżyć się;2;cst
stanięcie;2;zdarz;stanąć;2;ruch
złożenie się;4;zdarz;złożyć się;4;ruch
zlegnięcie;2;zdarz;zlec;2;ruch
zlegnięcie;2;zdarz;zlegnąć;1;ruch
wyciągnięcie gnatów;1;zdarz;wyciągnąć gnaty;1;ruch
stanięcie dęba;2;zdarz;stanąć dęba;2;cst
rozłożenie się;4;zdarz;rozłożyć się;4;ruch
rozciągnięcie się;3;zdarz;rozciągnąć się;3;ruch
rozpłaszczenie się;1;zdarz;rozpłaszczyć się;1;ruch
wyciągnięcie kości;1;zdarz;wyciągnąć kości;1;ruch
wyciągnięcie się;1;zdarz;wyciągnąć się;1;ruch
ustawienie się;2;zdarz;ustawić się;2;ruch
wyprostowanie się;1;zdarz;wyprostować się;1;ruch
usiądnięcie;2;zdarz;usiąść;2;ruch
siądnięcie;2;zdarz;siąść;2;ruch
przykucnięcie;1;zdarz;przykucnąć;1;ruch
ukucnięcie;1;zdarz;ukucnąć;1;ruch
przysiądnięcie;2;zdarz;przysiąść;2;ruch
przycupnięcie;3;zdarz;przycupnąć;3;ruch
wywieszenie się;1;zdarz;wywiesić się;1;ruch
zmienienie pozycji;1;zdarz;zmienić pozycję;1;ruch
wstanie;1;zdarz;wstać;1;ruch
podniesienie się;2;zdarz;podnieść się;2;ruch
powstanie;4;zdarz;powstać;4;ruch
rozwalenie się;3;zdarz;rozwalić się;3;ruch
zwiśnięcie;1;zdarz;zwisnąć;1;cst
upozowanie się;1;zdarz;upozować się;1;sp
przyklęknięcie;1;zdarz;przyklęknąć;1;ruch
przeciągnięcie się;2;zdarz;przeciągnąć się;2;ruch
uklęknięcie;1;zdarz;uklęknąć;1;ruch
klęknięcie;1;zdarz;klęknąć;1;ruch
padnięcie na kolana;1;zdarz;paść na kolana;1;ruch
bryknięcie;2;zdarz;bryknąć;2;ruch
zakołysanie się;2;zdarz;zakołysać się;2;ruch
rozkołysanie się;1;zdarz;rozkołysać się;1;ruch
rozbujanie się;1;zdarz;rozbujać się;1;ruch
rozhuśtanie się;1;zdarz;rozhuśtać się;1;ruch
zamierzenie się;1;zdarz;zamierzyć się;1;ruch
przymierzenie się;1;zdarz;przymierzyć się;1;ruch
kiwnięcie się;3;zdarz;kiwnąć się;3;ruch
zatańczenie;1;zdarz;zatańczyć;1;ruch
zarojenie się;1;zdarz;zaroić się;1;ruch
zatrzepotanie;1;zdarz;zatrzepotać;1;ruch
odtańczenie;1;zdarz;odtańczyć;1;ruch
przetańczenie;3;zdarz;przetańczyć;3;ruch
porwanie się;1;zdarz;porwać się;1;ruch
zerwanie się;1;zdarz;zerwać się;1;ruch
poruszenie się;1;zdarz;poruszyć się;1;ruch
ruszenie się;1;zdarz;ruszyć się;1;ruch
rozbrykanie się;1;zdarz;rozbrykać się;1;ruch
rozhukanie się;1;zdarz;rozhukać się;1;ruch
zamachnięcie się;1;zdarz;zamachnąć się;1;ruch
wyrejestrowanie;1;zdarz;wyrejestrować;1;cwyt
odłączenie;2;zdarz;odłączyć;2;sp
wypisanie;4;zdarz;wypisać;4;cpos
odgrodzenie;2;zdarz;odgrodzić;2;sp
pominięcie;1;zdarz;pominąć;1;sp
oderwanie;5;zdarz;oderwać;5;sp
wykluczenie;1;zdarz;wykluczyć;1;sp
wyłączenie;3;zdarz;wyłączyć;3;sp
rozłączenie;2;zdarz;rozłączyć;2;sp
rozdzielenie;2;zdarz;rozdzielić;2;zmn
zdyskwalifikowanie;2;zdarz;zdyskwalifikować;2;zmn
oddzielenie;3;zdarz;oddzielić;3;sp
wyizolowanie;3;zdarz;wyizolować;3;sp
naładowanie;1;zdarz;naładować;1;ruch
załadowanie;1;zdarz;załadować;1;ruch
władowanie;1;zdarz;władować;1;ruch
naszpikowanie;1;zdarz;naszpikować;1;cpor
upakowanie;1;zdarz;upakować;1;dtk
wypakowanie;1;zdarz;wypakować;1;dtk
upchanie;3;zdarz;upchać;3;dtk
upchnięcie;2;zdarz;upchnąć;2;dtk
wypełnienie;1;zdarz;wypełnić;1;ruch
napełnienie;1;zdarz;napełnić;1;ruch
zapełnienie;1;zdarz;zapełnić;1;ruch
wypchanie;1;zdarz;wypchać;1;dtk
napchanie;1;zdarz;napchać;1;dtk
napompowanie;1;zdarz;napompować;1;cwyt
zasypanie;2;zdarz;zasypać;2;ruch
nafaszerowanie;1;zdarz;nafaszerować;1;cjedz
zatarcie;1;zdarz;zatrzeć;1;dtk
zaplombowanie;2;zdarz;zaplombować;2;zmn
zarysowanie;2;zdarz;zarysować;2;cwyt
wypchnięcie się;1;zdarz;wypchnąć się;1;dtk
wypchanie się;1;zdarz;wypchać się;1;dtk
nadzianie;1;zdarz;nadziać;1;cjedz
zabudowanie;2;zdarz;zabudować;2;cwyt
naszpikowanie;3;zdarz;naszpikować;3;cjedz
zaplombowanie;3;zdarz;zaplombować;3;dtk
zagrzebanie;1;zdarz;zagrzebać;1;ruch
zagipsowanie;1;zdarz;zagipsować;1;cwyt
obsadzenie;2;zdarz;obsadzić;2;cwyt
zarybienie;1;zdarz;zarybić;1;cwyt
zapchanie;5;zdarz;zapchać;5;zmn
zatłoczenie;1;zdarz;zatłoczyć;1;zmn
zapchanie;4;zdarz;zapchać;4;cpos
zawalenie;1;zdarz;zawalić;1;cpos
zastawienie;2;zdarz;zastawić;2;ruch
rozprostowanie;2;zdarz;rozprostować;2;dtk
wyprostowanie;2;zdarz;wyprostować;2;dtk
rozścielenie;1;zdarz;rozścielić;1;dtk
rozesłanie;1;zdarz;rozesłać;1;dtk
pościelenie;1;zdarz;pościelić;1;dtk
posłanie;3;zdarz;posłać;3;dtk
otworzenie;3;zdarz;otworzyć;3;ruch
roztoczenie;2;zdarz;roztoczyć;2;ruch
wyciągnięcie;5;zdarz;wyciągnąć;5;ruch
rozczapierzenie;1;zdarz;rozczapierzyć;1;ruch
rozcapierzenie;1;zdarz;rozcapierzyć;1;ruch
rozpostarcie;1;zdarz;rozpostrzeć;1;ruch
rozłożenie;1;zdarz;rozłożyć;1;ruch
rozpięcie;2;zdarz;rozpiąć;2;ruch
rozbicie;7;zdarz;rozbić;7;cwyt
rozwinięcie;3;zdarz;rozwinąć;3;dtk
odwinięcie;1;zdarz;odwinąć;1;dtk
rozkręcenie;3;zdarz;rozkręcić;3;dtk
rozciągnięcie;1;zdarz;rozciągnąć;1;ruch
sięgnięcie;3;zdarz;sięgnąć;3;ruch
wyciągnięcie ręki;1;zdarz;wyciągnąć rękę;1;ruch
obciążenie się;2;zdarz;obciążyć się;2;zmn
obładowanie się;1;zdarz;obładować się;1;zmn
przeciążenie się;1;zdarz;przeciążyć się;1;zmn
obarczenie;3;zdarz;obarczyć;3;dtk
nałożenie;5;zdarz;nałożyć;5;dtk
przeciążenie;2;zdarz;przeciążyć;2;zmn
oberwanie się;3;zdarz;oberwać się;3;zmn
przeładowanie;4;zdarz;przeładować;4;zmn
obładowanie;1;zdarz;obładować;1;dtk
oblachowanie;1;zdarz;oblachować;1;cwyt
objuczenie;1;zdarz;objuczyć;1;dtk
obciążenie;1;zdarz;obciążyć;1;zmn
wkręcenie;1;zdarz;wkręcić;1;dtk
włożenie;1;zdarz;włożyć;1;ruch
pochowanie;1;zdarz;pochować;1;sp
pogrzebanie;1;zdarz;pogrzebać;1;sp
dopchanie;1;zdarz;dopchać;1;ruch
dopchnięcie;1;zdarz;dopchnąć;1;ruch
zakopanie;1;zdarz;zakopać;1;ruch
wsadzenie;1;zdarz;wsadzić;1;ruch
podsadzenie;1;zdarz;podsadzić;1;dtk
podesłanie;1;zdarz;podesłać;1;dtk
pościelenie;3;zdarz;pościelić;3;dtk
posłanie;5;zdarz;posłać;5;dtk
podścielenie;1;zdarz;podścielić;1;dtk
wśliźnięcie;1;zdarz;wśliznąć;1;dtk
wścibienie;1;zdarz;wścibić;1;ruch
wściubienie;1;zdarz;wściubić;1;ruch
przełożenie;4;zdarz;przełożyć;4;cwyt
podłożenie;3;zdarz;podłożyć;3;ruch
zabukowanie;1;zdarz;zabukować;1;cpor
zaklepanie;1;zdarz;zaklepać;1;cpor
zamówienie;6;zdarz;zamówić;6;sp
zamelinowanie;1;zdarz;zamelinować;1;sp
schronienie;1;zdarz;schronić;1;sp
przytajenie;1;zdarz;przytaić;1;ruch
oszczędzenie;5;zdarz;oszczędzić;5;cpos
zadekowanie;1;zdarz;zadekować;1;sp
zarezerwowanie;2;zdarz;zarezerwować;2;sp
zaszycie;1;zdarz;zaszyć;1;dtk
zakamuflowanie;3;zdarz;zakamuflować;3;zmn
zamaskowanie;1;zdarz;zamaskować;1;ruch
zamknięcie;5;zdarz;zamknąć;5;cst
ukrycie;1;zdarz;ukryć;1;sp
schowanie;1;zdarz;schować;1;ruch
skrycie;2;zdarz;skryć;2;zmn
zachowanie;5;zdarz;zachować;5;cpos
zatrzymanie;9;zdarz;zatrzymać;8;cpos
schowanie;2;zdarz;schować;2;cpos
zakamuflowanie;2;zdarz;zakamuflować;2;ruch
przechowanie;2;zdarz;przechować;2;sp
zdecentralizowanie;1;zdarz;zdecentralizować;1;zmn
podparcie;1;zdarz;podeprzeć;1;ruch
wsparcie;1;zdarz;wesprzeć;1;ruch
ustawienie;1;zdarz;ustawić;1;cst
postawienie;3;zdarz;postawić;3;ruch
rozstrzelenie;1;zdarz;rozstrzelić;1;zmn
ustawienie;4;zdarz;ustawić;4;cwyt
rozstawienie;1;zdarz;rozstawić;1;cwyt
ustawienie;3;zdarz;ustawić;3;cumy
podanie;4;zdarz;podać;4;cjedz
zaserwowanie;1;zdarz;zaserwować;1;ruch
rozstawienie;2;zdarz;rozstawić;2;cumy
ugrupowanie;1;zdarz;ugrupować;1;zmn
napojenie;1;zdarz;napoić;1;cjedz
sformowanie;2;zdarz;sformować;2;zmn
rozmieszczenie;1;zdarz;rozmieścić;1;ruch
rozlokowanie;1;zdarz;rozlokować;1;ruch
uszykowanie;2;zdarz;uszykować;2;cwyt
naszprycowanie;1;zdarz;naszprycować;1;sp
nafaszerowanie;2;zdarz;nafaszerować;2;sp
naszpikowanie;2;zdarz;naszpikować;2;sp
rozwinięcie;5;zdarz;rozwinąć;5;ruch
rozłożenie;2;zdarz;rozłożyć;2;ruch
oparcie;2;zdarz;oprzeć;2;ruch
podbudowanie;2;zdarz;podbudować;2;cwyt
rozwinięcie;4;zdarz;rozwinąć;4;ruch
podetknięcie;1;zdarz;podetknąć;1;ruch
rozsianie;1;zdarz;rozsiać;1;ruch
rozproszenie;1;zdarz;rozproszyć;1;zmn
zdekoncentrowanie;1;zdarz;zdekoncentrować;1;zmn
rozrzucenie;2;zdarz;rozrzucić;2;zmn
rozklejenie;1;zdarz;rozkleić;1;cwyt
rozlepienie;1;zdarz;rozlepić;1;cwyt
namoczenie;1;zdarz;namoczyć;1;zmn
zatoczenie;2;zdarz;zatoczyć;2;ruch
wtoczenie;1;zdarz;wtoczyć;1;ruch
wprowadzenie;6;zdarz;wprowadzić;6;ruch
ubranie się;1;zdarz;ubrać się;1;dtk
nałożenie;3;zdarz;nałożyć;3;dtk
włożenie;3;zdarz;włożyć;3;dtk
założenie;4;zdarz;założyć;4;dtk
wstrzelenie;1;zdarz;wstrzelić;1;ruch
wstrzelanie;3;zdarz;wstrzelać;3;ruch
przewieszenie;2;zdarz;przewiesić;2;ruch
powieszenie;2;zdarz;powiesić;2;ruch
zawieszenie;3;zdarz;zawiesić;3;ruch
upchanie;1;zdarz;upchać;1;dtk
upchnięcie;1;zdarz;upchnąć;1;dtk
utkanie;1;zdarz;utkać;1;dtk
przyodzianie się;1;zdarz;przyodziać się;1;dtk
odzianie się;1;zdarz;odziać się;1;dtk
wtłoczenie;1;zdarz;wtłoczyć;1;ruch
założenie;7;zdarz;założyć;7;dtk
rozsadzenie;3;zdarz;rozsadzić;3;sp
usadzenie;1;zdarz;usadzić;1;ruch
usadowienie;2;zdarz;usadowić;2;sp
odpieprzenie się;2;zdarz;odpieprzyć się;2;dtk
odpierdolenie się;1;zdarz;odpierdolić się;1;dtk
nakręcenie;4;zdarz;nakręcić;4;dtk
zagłębienie;1;zdarz;zagłębić;1;ruch
wgłębienie;1;zdarz;wgłębić;1;ruch
wkopanie;2;zdarz;wkopać;2;ruch
podtopienie;1;zdarz;podtopić;1;ruch
zadanie;3;zdarz;zadać;3;dtk
wypindrzenie się;1;zdarz;wypindrzyć się;1;dtk
wsypanie;1;zdarz;wsypać;1;ruch
nasypanie;1;zdarz;nasypać;1;ruch
wzucie;1;zdarz;wzuć;1;dtk
obucie się;1;zdarz;obuć się;1;dtk
wygalowanie się;1;zdarz;wygalować się;1;dtk
posadzenie;2;zdarz;posadzić;2;ruch
zapchanie;1;zdarz;zapchać;1;ruch
zarzucenie;1;zdarz;zarzucić;1;ruch
narzucenie;1;zdarz;narzucić;1;ruch
przerzucenie;2;zdarz;przerzucić;2;ruch
pociągnięcie;8;zdarz;pociągnąć;8;cwyt
zamknięcie;2;zdarz;zamknąć;2;cst
wwalenie;1;zdarz;wwalić;1;ruch
wszycie;1;zdarz;wszyć;1;dtk
pozostawienie;2;zdarz;pozostawić;2;dtk
zostawienie;3;zdarz;zostawić;3;dtk
powieszenie;1;zdarz;powiesić;1;ruch
zawieszenie;2;zdarz;zawiesić;2;ruch
zadokowanie;2;zdarz;zadokować;2;ruch
oflagowanie;1;zdarz;oflagować;1;sp
odwieszenie;1;zdarz;odwiesić;1;ruch
wcięcie;1;zdarz;wciąć;1;zmn
wstrzyknięcie;1;zdarz;wstrzyknąć;1;cst
przystawienie;1;zdarz;przystawić;1;zmn
położenie;1;zdarz;położyć;1;ruch
roztarcie;2;zdarz;rozetrzeć;2;dtk
wstawienie;1;zdarz;wstawić;1;dtk
doprowadzenie;4;zdarz;doprowadzić;4;cwyt
podłączenie;2;zdarz;podłączyć;2;cwyt
podłożenie;1;zdarz;podłożyć;1;ruch
skąpanie;1;zdarz;skąpać;1;ruch
umieszczenie;1;zdarz;umieścić;1;ruch
ulokowanie;1;zdarz;ulokować;1;ruch
usytuowanie;1;zdarz;usytuować;1;ruch
zlokalizowanie;1;zdarz;zlokalizować;1;ruch
umiejscowienie;1;zdarz;umiejscowić;1;ruch
usadowienie;1;zdarz;usadowić;1;ruch
pogrążenie;2;zdarz;pogrążyć;2;ruch
nagłośnienie;2;zdarz;nagłośnić;2;cwyt
zatopienie;1;zdarz;zatopić;1;ruch
utopienie;1;zdarz;utopić;1;ruch
odłożenie;1;zdarz;odłożyć;1;ruch
pomieszczenie;1;zdarz;pomieścić;1;ruch
wpuszczenie;1;zdarz;wpuścić;1;ruch
nastawienie;4;zdarz;nastawić;4;cwyt
postawienie;1;zdarz;postawić;1;cwyt
usadowienie;3;zdarz;usadowić;3;ruch
zatrzaśnięcie;1;zdarz;zatrzasnąć;1;cpos
zapuszczenie;1;zdarz;zapuścić;1;ruch
podstawienie;1;zdarz;podstawić;1;dtk
przybranie się;1;zdarz;przybrać się;1;dtk
uzbrojenie;1;zdarz;uzbroić;1;cwyt
wkopanie;1;zdarz;wkopać;1;ruch
wkopnięcie;1;zdarz;wkopnąć;1;ruch
zainstalowanie;3;zdarz;zainstalować;3;cwyt
zamontowanie;1;zdarz;zamontować;1;cwyt
założenie;6;zdarz;założyć;6;cwyt
zastawienie;1;zdarz;zastawić;1;ruch
okulbaczenie;1;zdarz;okulbaczyć;1;dtk
zaryglowanie;1;zdarz;zaryglować;1;zmn
wywieszenie;1;zdarz;wywiesić;1;ruch
wciśnięcie;1;zdarz;wcisnąć;1;dtk
zawieszenie;5;zdarz;zawiesić;5;ruch
obwieszenie;1;zdarz;obwiesić;1;ruch
wgniecenie;2;zdarz;wgnieść;2;ruch
